station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
MDW,2000-12-31 23:53,-87.7524,41.7860,15.00,11.00,83.84,320.00,3.00,M,29.70,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 00:53,-87.7524,41.7860,15.00,11.00,83.84,310.00,4.00,M,29.71,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 01:53,-87.7524,41.7860,14.00,11.00,87.59,280.00,3.00,M,29.72,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 02:53,-87.7524,41.7860,18.00,12.00,76.97,320.00,4.00,M,29.73,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 03:53,-87.7524,41.7860,21.00,14.00,73.94,320.00,6.00,M,29.74,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 04:53,-87.7524,41.7860,23.00,14.00,67.96,320.00,7.00,M,29.74,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 05:53,-87.7524,41.7860,25.00,17.00,71.22,330.00,7.00,M,29.73,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 06:53,-87.7524,41.7860,26.00,15.00,62.64,330.00,11.00,M,29.72,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 07:53,-87.7524,41.7860,25.00,15.00,65.30,330.00,12.00,M,29.72,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 08:53,-87.7524,41.7860,25.00,14.00,62.50,330.00,11.00,M,29.73,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 09:53,-87.7524,41.7860,24.00,12.00,59.67,320.00,8.00,M,29.74,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 10:53,-87.7524,41.7860,22.00,10.00,59.38,320.00,8.00,M,29.75,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 11:53,-87.7524,41.7860,20.00,13.00,73.84,310.00,7.00,M,29.78,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 12:53,-87.7524,41.7860,19.00,11.00,70.53,310.00,8.00,M,29.79,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 13:53,-87.7524,41.7860,17.00,10.00,73.52,300.00,8.00,M,29.81,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 14:53,-87.7524,41.7860,16.00,11.00,80.27,310.00,6.00,M,29.82,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 15:53,-87.7524,41.7860,15.00,9.00,76.68,310.00,6.00,M,29.83,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 16:53,-87.7524,41.7860,14.00,8.00,76.58,310.00,7.00,M,29.84,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 17:53,-87.7524,41.7860,13.00,9.00,83.70,300.00,7.00,M,29.84,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 18:53,-87.7524,41.7860,13.00,8.00,80.02,300.00,6.00,M,29.85,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 19:53,-87.7524,41.7860,12.00,9.00,87.48,310.00,7.00,M,29.87,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 20:53,-87.7524,41.7860,12.00,8.00,83.63,300.00,6.00,M,29.89,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 21:53,-87.7524,41.7860,12.00,8.00,83.63,290.00,5.00,M,29.89,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 22:53,-87.7524,41.7860,11.00,8.00,87.42,310.00,7.00,M,29.90,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-01 23:53,-87.7524,41.7860,10.00,7.00,87.37,300.00,4.00,M,29.92,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 00:53,-87.7524,41.7860,10.00,7.00,87.37,290.00,5.00,M,29.93,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 01:53,-87.7524,41.7860,9.00,6.00,87.31,250.00,3.00,M,29.94,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 02:53,-87.7524,41.7860,11.00,7.00,83.56,230.00,5.00,M,29.96,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 03:53,-87.7524,41.7860,13.00,8.00,80.02,250.00,5.00,M,29.96,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 04:53,-87.7524,41.7860,18.00,11.00,73.63,240.00,7.00,M,29.95,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 05:53,-87.7524,41.7860,20.00,11.00,67.58,250.00,12.00,M,29.93,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 06:53,-87.7524,41.7860,19.00,11.00,70.53,250.00,11.00,M,29.92,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 07:53,-87.7524,41.7860,18.00,11.00,73.63,240.00,10.00,M,29.89,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 08:53,-87.7524,41.7860,17.00,9.00,70.30,240.00,9.00,M,29.87,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 09:53,-87.7524,41.7860,15.00,8.00,73.30,230.00,10.00,M,29.86,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 10:53,-87.7524,41.7860,12.00,6.00,76.38,250.00,11.00,M,29.86,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 11:53,-87.7524,41.7860,10.00,5.00,79.76,240.00,10.00,M,29.85,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 12:53,-87.7524,41.7860,9.00,5.00,83.41,230.00,6.00,M,29.85,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 13:53,-87.7524,41.7860,8.00,5.00,87.25,220.00,7.00,M,29.82,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 14:53,-87.7524,41.7860,8.00,4.00,83.34,220.00,7.00,M,29.80,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 15:53,-87.7524,41.7860,7.00,4.00,87.20,210.00,9.00,M,29.77,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 16:53,-87.7524,41.7860,7.00,3.00,83.27,210.00,9.00,M,29.74,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 17:53,-87.7524,41.7860,7.00,2.00,79.50,210.00,11.00,M,29.70,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 18:53,-87.7524,41.7860,9.00,3.00,76.08,230.00,10.00,M,29.66,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 19:19,-87.7524,41.7860,M,M,M,220.00,11.00,M,M,M,M,16.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 19:53,-87.7524,41.7860,12.00,6.00,76.38,220.00,12.00,M,29.63,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 20:53,-87.7524,41.7860,10.00,5.00,79.76,210.00,12.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 21:31,-87.7524,41.7860,M,M,M,220.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 21:53,-87.7524,41.7860,12.00,8.00,83.63,230.00,13.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 22:53,-87.7524,41.7860,14.00,11.00,87.59,220.00,11.00,M,29.53,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 22:54,-87.7524,41.7860,M,M,M,220.00,12.00,M,M,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-02 23:53,-87.7524,41.7860,15.00,12.00,87.65,230.00,11.00,M,29.52,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 00:21,-87.7524,41.7860,M,M,M,230.00,13.00,M,M,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 00:26,-87.7524,41.7860,M,M,M,230.00,13.00,M,M,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 00:53,-87.7524,41.7860,16.00,14.00,91.64,240.00,12.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 01:43,-87.7524,41.7860,M,M,M,230.00,12.00,M,M,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 01:53,-87.7524,41.7860,17.00,15.00,91.68,230.00,12.00,M,29.48,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 02:53,-87.7524,41.7860,19.00,16.00,87.87,230.00,13.00,M,29.46,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 03:45,-87.7524,41.7860,M,M,M,240.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 03:53,-87.7524,41.7860,20.00,17.00,87.92,240.00,11.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 04:53,-87.7524,41.7860,21.00,18.00,87.97,250.00,13.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 05:53,-87.7524,41.7860,22.00,19.00,88.02,250.00,13.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 06:06,-87.7524,41.7860,M,M,M,250.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 06:29,-87.7524,41.7860,M,M,M,250.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 06:53,-87.7524,41.7860,24.00,21.00,88.13,250.00,16.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 07:13,-87.7524,41.7860,M,M,M,250.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 07:53,-87.7524,41.7860,26.00,23.00,88.23,250.00,13.00,M,29.37,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 08:53,-87.7524,41.7860,27.00,24.00,88.28,250.00,14.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 09:53,-87.7524,41.7860,28.00,24.00,84.72,260.00,11.00,M,29.37,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 10:53,-87.7524,41.7860,28.00,24.00,84.72,260.00,7.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 11:53,-87.7524,41.7860,28.00,25.00,88.33,250.00,9.00,M,29.38,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 12:53,-87.7524,41.7860,28.00,25.00,88.33,270.00,6.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 13:53,-87.7524,41.7860,28.00,25.00,88.33,250.00,9.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 13:55,-87.7524,41.7860,M,M,M,250.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 14:53,-87.7524,41.7860,28.00,25.00,88.33,270.00,5.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 15:00,-87.7524,41.7860,M,M,M,260.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 15:53,-87.7524,41.7860,28.00,25.00,88.33,260.00,7.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 16:09,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 16:23,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 16:53,-87.7524,41.7860,28.00,25.00,88.33,260.00,7.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 17:53,-87.7524,41.7860,28.00,26.00,92.08,250.00,5.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 18:45,-87.7524,41.7860,M,M,M,280.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 18:53,-87.7524,41.7860,28.00,26.00,92.08,290.00,4.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 19:53,-87.7524,41.7860,27.00,22.00,81.17,20.00,6.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 20:53,-87.7524,41.7860,25.00,22.00,88.18,10.00,7.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 21:05,-87.7524,41.7860,M,M,M,350.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 21:53,-87.7524,41.7860,23.00,19.00,84.39,340.00,5.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 22:53,-87.7524,41.7860,23.00,19.00,84.39,340.00,7.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-03 23:53,-87.7524,41.7860,23.00,19.00,84.39,340.00,3.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 00:53,-87.7524,41.7860,23.00,19.00,84.39,310.00,3.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 01:53,-87.7524,41.7860,24.00,20.00,84.46,240.00,3.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 02:53,-87.7524,41.7860,24.00,20.00,84.46,230.00,7.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 03:53,-87.7524,41.7860,25.00,21.00,84.53,220.00,11.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 04:53,-87.7524,41.7860,26.00,22.00,84.59,220.00,9.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 05:53,-87.7524,41.7860,27.00,23.00,84.66,200.00,11.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 06:53,-87.7524,41.7860,29.00,24.00,81.32,210.00,13.00,M,29.33,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 07:53,-87.7524,41.7860,29.00,24.00,81.32,230.00,13.00,M,29.31,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 08:53,-87.7524,41.7860,29.00,24.00,81.32,210.00,13.00,M,29.27,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 09:53,-87.7524,41.7860,28.00,24.00,84.72,210.00,14.00,M,29.23,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 10:01,-87.7524,41.7860,M,M,M,200.00,13.00,M,M,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 10:53,-87.7524,41.7860,27.00,24.00,88.28,210.00,15.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 11:02,-87.7524,41.7860,M,M,M,210.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 11:31,-87.7524,41.7860,M,M,M,200.00,14.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 11:53,-87.7524,41.7860,27.00,24.00,88.28,200.00,15.00,M,29.14,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 12:53,-87.7524,41.7860,27.00,25.00,92.05,200.00,19.00,M,29.06,M,M,24.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 13:53,-87.7524,41.7860,28.00,24.00,84.72,190.00,18.00,M,28.99,M,M,26.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 14:53,-87.7524,41.7860,27.00,23.00,84.66,210.00,16.00,M,28.98,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 15:53,-87.7524,41.7860,28.00,24.00,84.72,220.00,13.00,M,28.96,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 16:53,-87.7524,41.7860,29.00,24.00,81.32,220.00,12.00,M,28.93,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 17:53,-87.7524,41.7860,32.00,26.00,78.25,240.00,13.00,M,28.90,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 18:53,-87.7524,41.7860,33.00,27.00,78.34,250.00,15.00,M,28.87,M,M,22.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 19:53,-87.7524,41.7860,34.00,28.00,78.43,270.00,13.00,M,28.88,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 20:53,-87.7524,41.7860,34.00,22.00,61.09,270.00,12.00,M,28.88,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 21:53,-87.7524,41.7860,33.00,28.00,81.63,280.00,14.00,M,28.89,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 22:53,-87.7524,41.7860,34.00,27.00,75.26,280.00,11.00,M,28.90,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-04 23:53,-87.7524,41.7860,33.00,27.00,78.34,270.00,10.00,M,28.93,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 00:53,-87.7524,41.7860,33.00,27.00,78.34,280.00,10.00,M,28.93,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 01:53,-87.7524,41.7860,32.00,26.00,78.25,260.00,10.00,M,28.94,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 02:53,-87.7524,41.7860,32.00,26.00,78.25,270.00,11.00,M,28.96,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 03:53,-87.7524,41.7860,34.00,26.00,72.22,280.00,13.00,M,28.96,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 04:53,-87.7524,41.7860,35.00,26.00,69.39,290.00,13.00,0.09,28.96,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 05:18,-87.7524,41.7860,M,M,M,300.00,18.00,M,M,M,M,26.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 05:53,-87.7524,41.7860,35.00,25.00,66.57,300.00,19.00,0.07,28.96,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 06:53,-87.7524,41.7860,36.00,26.00,66.69,300.00,15.00,0.04,28.96,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 07:53,-87.7524,41.7860,36.00,26.00,66.69,300.00,14.00,0.06,28.97,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 08:53,-87.7524,41.7860,37.00,25.00,61.50,320.00,15.00,0.05,29.01,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 09:53,-87.7524,41.7860,37.00,24.00,58.99,320.00,17.00,0.03,29.05,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 10:53,-87.7524,41.7860,34.00,24.00,66.45,300.00,10.00,0.01,29.08,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 11:53,-87.7524,41.7860,33.00,24.00,69.16,300.00,10.00,M,29.12,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 12:53,-87.7524,41.7860,32.00,22.00,66.20,300.00,9.00,M,29.15,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 13:53,-87.7524,41.7860,30.00,20.00,65.94,310.00,9.00,M,29.17,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 14:53,-87.7524,41.7860,29.00,18.00,63.05,310.00,9.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 15:53,-87.7524,41.7860,27.00,18.00,68.45,280.00,4.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 16:53,-87.7524,41.7860,26.00,17.00,68.32,270.00,6.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 17:53,-87.7524,41.7860,24.00,16.00,71.11,280.00,4.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 18:53,-87.7524,41.7860,20.00,14.00,77.16,270.00,5.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 19:53,-87.7524,41.7860,20.00,15.00,80.60,260.00,7.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 20:53,-87.7524,41.7860,22.00,15.00,74.05,260.00,7.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 21:53,-87.7524,41.7860,21.00,16.00,80.69,260.00,8.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 22:53,-87.7524,41.7860,21.00,16.00,80.69,230.00,6.00,M,29.17,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-05 23:53,-87.7524,41.7860,21.00,17.00,84.26,240.00,5.00,M,29.14,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 00:53,-87.7524,41.7860,22.00,17.00,80.77,210.00,10.00,M,29.13,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 01:53,-87.7524,41.7860,22.00,17.00,80.77,190.00,5.00,M,29.13,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 02:53,-87.7524,41.7860,24.00,17.00,74.26,220.00,9.00,M,29.12,M,M,15.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 03:53,-87.7524,41.7860,26.00,17.00,68.32,210.00,9.00,M,29.10,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 04:53,-87.7524,41.7860,28.00,18.00,65.69,200.00,12.00,M,29.04,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 05:53,-87.7524,41.7860,30.00,19.00,63.18,210.00,9.00,0.01,29.00,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 06:53,-87.7524,41.7860,31.00,21.00,66.07,220.00,12.00,0.02,28.98,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 07:53,-87.7524,41.7860,35.00,24.00,63.85,240.00,17.00,0.01,28.97,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 08:53,-87.7524,41.7860,34.00,24.00,66.45,240.00,15.00,0.01,28.96,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 09:53,-87.7524,41.7860,34.00,25.00,69.28,260.00,13.00,M,28.98,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 10:53,-87.7524,41.7860,33.00,25.00,72.11,240.00,9.00,M,28.98,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 11:53,-87.7524,41.7860,32.00,25.00,75.07,250.00,9.00,M,28.98,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 12:53,-87.7524,41.7860,31.00,25.00,78.16,260.00,7.00,M,29.02,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 13:53,-87.7524,41.7860,30.00,25.00,81.40,0.00,3.00,M,29.02,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 14:53,-87.7524,41.7860,28.00,24.00,84.72,260.00,4.00,M,29.04,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 15:53,-87.7524,41.7860,28.00,24.00,84.72,170.00,5.00,M,29.04,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 16:25,-87.7524,41.7860,M,M,M,220.00,3.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 16:53,-87.7524,41.7860,29.00,25.00,84.79,260.00,5.00,M,29.05,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 17:53,-87.7524,41.7860,30.00,26.00,84.85,250.00,7.00,M,29.05,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 18:53,-87.7524,41.7860,30.00,26.00,84.85,260.00,6.00,M,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 19:53,-87.7524,41.7860,30.00,27.00,88.44,250.00,5.00,M,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 20:53,-87.7524,41.7860,31.00,27.00,84.92,250.00,6.00,M,29.07,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 21:53,-87.7524,41.7860,31.00,28.00,88.48,250.00,9.00,M,29.07,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 22:53,-87.7524,41.7860,32.00,28.00,84.98,260.00,9.00,M,29.08,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 22:58,-87.7524,41.7860,M,M,M,260.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-06 23:53,-87.7524,41.7860,32.00,28.00,84.98,250.00,9.00,M,29.09,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 00:53,-87.7524,41.7860,33.00,29.00,85.04,260.00,7.00,M,29.10,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 01:53,-87.7524,41.7860,33.00,29.00,85.04,270.00,8.00,M,29.12,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 02:53,-87.7524,41.7860,33.00,29.00,85.04,270.00,7.00,M,29.14,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 03:53,-87.7524,41.7860,33.00,29.00,85.04,270.00,6.00,M,29.17,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 04:53,-87.7524,41.7860,34.00,29.00,81.71,280.00,6.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 05:53,-87.7524,41.7860,35.00,27.00,72.32,310.00,9.00,M,29.17,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 06:16,-87.7524,41.7860,M,M,M,330.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 06:53,-87.7524,41.7860,33.00,25.00,72.11,340.00,13.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
