station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
MDW,2001-01-25 08:53,-87.7524,41.7860,26.00,12.00,54.90,250.00,12.00,M,29.72,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 09:53,-87.7524,41.7860,25.00,12.00,57.23,240.00,10.00,M,29.70,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 10:53,-87.7524,41.7860,24.00,12.00,59.67,210.00,6.00,M,29.67,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 11:53,-87.7524,41.7860,24.00,13.00,62.36,210.00,7.00,M,29.66,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 12:53,-87.7524,41.7860,22.00,13.00,67.83,190.00,8.00,M,29.65,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 13:53,-87.7524,41.7860,21.00,14.00,73.94,200.00,7.00,M,29.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 14:53,-87.7524,41.7860,21.00,13.00,70.76,200.00,8.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 15:53,-87.7524,41.7860,21.00,15.00,77.25,190.00,8.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 16:53,-87.7524,41.7860,22.00,16.00,77.34,200.00,9.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 17:53,-87.7524,41.7860,23.00,15.00,70.99,190.00,7.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 18:53,-87.7524,41.7860,24.00,15.00,68.08,210.00,11.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 19:53,-87.7524,41.7860,24.00,15.00,68.08,200.00,11.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 20:53,-87.7524,41.7860,24.00,15.00,68.08,190.00,11.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 21:53,-87.7524,41.7860,24.00,15.00,68.08,200.00,10.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 22:53,-87.7524,41.7860,24.00,15.00,68.08,190.00,12.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-25 23:53,-87.7524,41.7860,26.00,16.00,65.43,180.00,13.00,M,29.32,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 00:53,-87.7524,41.7860,27.00,17.00,65.56,190.00,11.00,M,29.29,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 01:53,-87.7524,41.7860,27.00,17.00,65.56,190.00,15.00,M,29.25,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 02:04,-87.7524,41.7860,M,M,M,180.00,11.00,M,M,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 02:35,-87.7524,41.7860,M,M,M,180.00,17.00,M,M,M,M,22.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 02:53,-87.7524,41.7860,26.00,22.00,84.59,180.00,13.00,M,29.22,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 03:27,-87.7524,41.7860,M,M,M,180.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 03:53,-87.7524,41.7860,27.00,24.00,88.28,190.00,13.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 04:53,-87.7524,41.7860,28.00,25.00,88.33,190.00,14.00,M,29.17,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 04:54,-87.7524,41.7860,M,M,M,200.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 04:55,-87.7524,41.7860,M,M,M,200.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 05:08,-87.7524,41.7860,M,M,M,190.00,14.00,M,M,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 05:22,-87.7524,41.7860,M,M,M,190.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 05:53,-87.7524,41.7860,29.00,26.00,88.38,210.00,13.00,M,29.12,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 06:53,-87.7524,41.7860,29.00,25.00,84.79,210.00,12.00,M,29.08,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 07:30,-87.7524,41.7860,M,M,M,210.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 07:53,-87.7524,41.7860,30.00,27.00,88.44,210.00,8.00,M,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 07:54,-87.7524,41.7860,M,M,M,210.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 08:04,-87.7524,41.7860,M,M,M,220.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 08:05,-87.7524,41.7860,M,M,M,210.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 08:23,-87.7524,41.7860,M,M,M,210.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 08:24,-87.7524,41.7860,M,M,M,210.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 08:53,-87.7524,41.7860,31.00,28.00,88.48,210.00,8.00,M,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 09:15,-87.7524,41.7860,M,M,M,220.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 09:38,-87.7524,41.7860,M,M,M,230.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 09:53,-87.7524,41.7860,31.00,29.00,92.19,230.00,6.00,M,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 10:53,-87.7524,41.7860,31.00,30.00,96.02,250.00,10.00,M,29.08,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 10:56,-87.7524,41.7860,M,M,M,250.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 11:21,-87.7524,41.7860,M,M,M,270.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 11:53,-87.7524,41.7860,32.00,29.00,88.53,270.00,9.00,M,29.11,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 12:23,-87.7524,41.7860,M,M,M,280.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 12:53,-87.7524,41.7860,31.00,28.00,88.48,300.00,14.00,M,29.14,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 12:55,-87.7524,41.7860,M,M,M,290.00,14.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 13:53,-87.7524,41.7860,30.00,27.00,88.44,300.00,12.00,M,29.17,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 14:53,-87.7524,41.7860,29.00,24.00,81.32,300.00,11.00,M,29.20,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 15:53,-87.7524,41.7860,29.00,23.00,77.98,310.00,12.00,M,29.24,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 16:53,-87.7524,41.7860,28.00,21.00,74.67,320.00,14.00,M,29.28,M,M,21.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 17:53,-87.7524,41.7860,27.00,19.00,71.45,310.00,15.00,M,29.32,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 18:53,-87.7524,41.7860,27.00,19.00,71.45,310.00,15.00,M,29.35,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 19:53,-87.7524,41.7860,27.00,19.00,71.45,320.00,13.00,M,29.39,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 20:53,-87.7524,41.7860,25.00,15.00,65.30,320.00,13.00,M,29.43,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 21:06,-87.7524,41.7860,M,M,M,310.00,13.00,M,M,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 21:53,-87.7524,41.7860,23.00,15.00,70.99,310.00,10.00,M,29.47,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 22:53,-87.7524,41.7860,22.00,13.00,67.83,310.00,13.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-26 23:53,-87.7524,41.7860,21.00,12.00,67.71,320.00,10.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 00:53,-87.7524,41.7860,20.00,11.00,67.58,330.00,11.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 01:53,-87.7524,41.7860,19.00,11.00,70.53,320.00,8.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 02:53,-87.7524,41.7860,20.00,10.00,64.64,340.00,10.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 03:53,-87.7524,41.7860,22.00,11.00,62.09,330.00,8.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 04:53,-87.7524,41.7860,24.00,12.00,59.67,280.00,11.00,M,29.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 05:53,-87.7524,41.7860,26.00,14.00,59.96,290.00,12.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 06:53,-87.7524,41.7860,25.00,16.00,68.20,270.00,11.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 07:53,-87.7524,41.7860,26.00,16.00,65.43,250.00,8.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 08:53,-87.7524,41.7860,26.00,17.00,68.32,260.00,9.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 09:53,-87.7524,41.7860,24.00,16.00,71.11,240.00,12.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 10:53,-87.7524,41.7860,22.00,14.00,70.88,250.00,12.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 11:53,-87.7524,41.7860,20.00,13.00,73.84,250.00,11.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 12:53,-87.7524,41.7860,19.00,11.00,70.53,250.00,11.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 13:53,-87.7524,41.7860,18.00,10.00,70.41,260.00,9.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 14:53,-87.7524,41.7860,17.00,9.00,70.30,230.00,10.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 15:53,-87.7524,41.7860,17.00,11.00,76.87,240.00,12.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 16:53,-87.7524,41.7860,18.00,11.00,73.63,250.00,12.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 17:53,-87.7524,41.7860,17.00,9.00,70.30,260.00,11.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 18:53,-87.7524,41.7860,16.00,9.00,73.41,280.00,8.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 19:53,-87.7524,41.7860,16.00,10.00,76.77,250.00,10.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 20:53,-87.7524,41.7860,17.00,8.00,67.20,240.00,7.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 21:53,-87.7524,41.7860,17.00,9.00,70.30,250.00,7.00,M,29.59,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 22:53,-87.7524,41.7860,16.00,9.00,73.41,250.00,9.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-27 23:53,-87.7524,41.7860,15.00,9.00,76.68,250.00,6.00,M,29.59,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 00:53,-87.7524,41.7860,15.00,9.00,76.68,250.00,7.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 01:53,-87.7524,41.7860,16.00,10.00,76.77,250.00,9.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 02:53,-87.7524,41.7860,17.00,11.00,76.87,250.00,4.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 03:53,-87.7524,41.7860,20.00,13.00,73.84,250.00,8.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 04:53,-87.7524,41.7860,21.00,12.00,67.71,220.00,8.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 05:53,-87.7524,41.7860,23.00,13.00,65.03,250.00,7.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 06:53,-87.7524,41.7860,25.00,15.00,65.30,240.00,6.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 07:53,-87.7524,41.7860,26.00,18.00,71.33,230.00,6.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 08:53,-87.7524,41.7860,27.00,18.00,68.45,220.00,6.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 09:53,-87.7524,41.7860,28.00,18.00,65.69,220.00,4.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 10:53,-87.7524,41.7860,29.00,20.00,68.69,220.00,6.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 11:53,-87.7524,41.7860,27.00,22.00,81.17,210.00,8.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 11:56,-87.7524,41.7860,M,M,M,210.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 12:15,-87.7524,41.7860,M,M,M,210.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 12:53,-87.7524,41.7860,27.00,25.00,92.05,210.00,5.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 13:12,-87.7524,41.7860,M,M,M,200.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 13:22,-87.7524,41.7860,M,M,M,210.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 13:53,-87.7524,41.7860,28.00,25.00,88.33,190.00,5.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 14:34,-87.7524,41.7860,M,M,M,170.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 14:53,-87.7524,41.7860,28.00,26.00,92.08,170.00,4.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 15:11,-87.7524,41.7860,M,M,M,190.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 15:53,-87.7524,41.7860,29.00,27.00,92.12,0.00,3.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 16:53,-87.7524,41.7860,30.00,28.00,92.15,130.00,5.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 17:53,-87.7524,41.7860,30.00,28.00,92.15,110.00,5.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 17:55,-87.7524,41.7860,M,M,M,110.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 18:53,-87.7524,41.7860,31.00,30.00,96.02,100.00,5.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 19:21,-87.7524,41.7860,M,M,M,110.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 19:35,-87.7524,41.7860,M,M,M,100.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 19:53,-87.7524,41.7860,31.00,30.00,96.02,100.00,7.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 20:53,-87.7524,41.7860,31.00,30.00,96.02,120.00,8.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 21:03,-87.7524,41.7860,M,M,M,120.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 21:41,-87.7524,41.7860,M,M,M,110.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 21:53,-87.7524,41.7860,31.00,30.00,96.02,110.00,5.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 22:53,-87.7524,41.7860,32.00,31.00,96.04,120.00,5.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 23:23,-87.7524,41.7860,M,M,M,130.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-28 23:53,-87.7524,41.7860,33.00,30.00,88.58,130.00,10.00,M,29.34,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 00:53,-87.7524,41.7860,34.00,30.00,85.11,80.00,7.00,0.03,29.31,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 01:26,-87.7524,41.7860,M,M,M,90.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 01:53,-87.7524,41.7860,33.00,31.00,92.25,100.00,7.00,M,29.31,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 02:02,-87.7524,41.7860,M,M,M,110.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 02:53,-87.7524,41.7860,34.00,31.00,88.63,90.00,9.00,0.02,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 03:53,-87.7524,41.7860,34.00,31.00,88.63,90.00,9.00,0.04,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 04:53,-87.7524,41.7860,35.00,31.00,85.17,100.00,12.00,M,29.22,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 05:42,-87.7524,41.7860,M,M,M,100.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 05:53,-87.7524,41.7860,36.00,32.00,85.23,100.00,10.00,0.03,29.16,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 06:21,-87.7524,41.7860,M,M,M,100.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 06:53,-87.7524,41.7860,36.00,32.00,85.23,90.00,11.00,M,29.08,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 06:54,-87.7524,41.7860,M,M,M,90.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 07:53,-87.7524,41.7860,36.00,34.00,92.35,100.00,7.00,0.01,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 08:53,-87.7524,41.7860,37.00,34.00,88.78,90.00,8.00,0.04,29.00,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 09:11,-87.7524,41.7860,M,M,M,90.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 09:53,-87.7524,41.7860,38.00,35.00,88.83,110.00,6.00,0.07,28.98,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 10:23,-87.7524,41.7860,M,M,M,110.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 10:36,-87.7524,41.7860,M,M,M,110.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 10:53,-87.7524,41.7860,39.00,37.00,92.45,120.00,10.00,0.07,28.95,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 11:18,-87.7524,41.7860,M,M,M,120.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 11:53,-87.7524,41.7860,40.00,37.00,88.92,120.00,11.00,0.05,28.92,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 12:53,-87.7524,41.7860,41.00,39.00,92.52,120.00,15.00,0.02,28.82,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 13:53,-87.7524,41.7860,41.00,39.00,92.52,130.00,20.00,0.06,28.79,M,M,25.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 14:14,-87.7524,41.7860,M,M,M,140.00,15.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 14:23,-87.7524,41.7860,M,M,M,140.00,14.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 14:53,-87.7524,41.7860,42.00,40.00,92.55,150.00,17.00,0.11,28.76,M,M,22.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 15:53,-87.7524,41.7860,43.00,41.00,92.58,200.00,18.00,0.07,28.77,M,M,27.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 16:31,-87.7524,41.7860,M,M,M,180.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 16:53,-87.7524,41.7860,41.00,39.00,92.52,190.00,10.00,M,28.76,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 17:53,-87.7524,41.7860,40.00,38.00,92.49,200.00,11.00,M,28.78,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 18:15,-87.7524,41.7860,M,M,M,220.00,12.00,M,M,M,M,16.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 18:53,-87.7524,41.7860,40.00,37.00,88.92,210.00,10.00,M,28.80,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 19:10,-87.7524,41.7860,M,M,M,220.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 19:53,-87.7524,41.7860,38.00,36.00,92.42,230.00,4.00,M,28.79,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 20:03,-87.7524,41.7860,M,M,M,230.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 20:53,-87.7524,41.7860,37.00,35.00,92.39,200.00,5.00,M,28.75,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 21:53,-87.7524,41.7860,35.00,33.00,92.32,150.00,4.00,M,28.73,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 22:53,-87.7524,41.7860,35.00,31.00,85.17,150.00,6.00,M,28.73,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-29 23:53,-87.7524,41.7860,34.00,32.00,92.29,120.00,6.00,M,28.71,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 00:53,-87.7524,41.7860,36.00,32.00,85.23,130.00,9.00,M,28.70,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 01:18,-87.7524,41.7860,M,M,M,180.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 01:34,-87.7524,41.7860,M,M,M,0.00,0.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 01:53,-87.7524,41.7860,37.00,34.00,88.78,80.00,6.00,0.06,28.69,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 02:12,-87.7524,41.7860,M,M,M,130.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 02:17,-87.7524,41.7860,M,M,M,110.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 02:53,-87.7524,41.7860,37.00,35.00,92.39,130.00,6.00,0.03,28.68,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 03:25,-87.7524,41.7860,M,M,M,130.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 03:27,-87.7524,41.7860,M,M,M,130.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 03:30,-87.7524,41.7860,M,M,M,130.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 03:53,-87.7524,41.7860,38.00,37.00,96.14,140.00,7.00,0.01,28.67,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 04:16,-87.7524,41.7860,M,M,M,140.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 04:53,-87.7524,41.7860,39.00,37.00,92.45,180.00,5.00,M,28.66,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 05:53,-87.7524,41.7860,38.00,36.00,92.42,180.00,9.00,0.01,28.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 06:53,-87.7524,41.7860,37.00,35.00,92.39,220.00,8.00,M,28.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 07:53,-87.7524,41.7860,36.00,33.00,88.73,220.00,9.00,0.01,28.65,M,M,15.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 08:04,-87.7524,41.7860,M,M,M,220.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 08:21,-87.7524,41.7860,M,M,M,220.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 08:53,-87.7524,41.7860,35.00,33.00,92.32,220.00,8.00,0.02,28.68,M,M,0.00,M,M,M,M,M,M,M,M,M,M
