ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1322223,G003837,01/02/2001 06:54:43 PM,002XX W 87 ST,0820,THEFT,$500 AND UNDER,WAREHOUSE,true,false,0634,,,,06,1176385,1847251,2001,12/04/2014 12:43:35 PM,41.736207589,-87.629370032,"(41.736207589, -87.629370032)"
1312588,G003872,01/02/2001 06:55:00 PM,060XX N OLYMPIA AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1612,,,,26,1124448,1939257,2001,03/31/2006 10:03:38 PM,41.989695263,-87.81762836,"(41.989695263, -87.81762836)"
1327554,G003825,01/02/2001 06:57:10 PM,010XX N LATROBE AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1524,,,,18,1141135,1906190,2001,03/31/2006 10:03:38 PM,41.8986641,-87.757067355,"(41.8986641, -87.757067355)"
1322209,G003849,01/02/2001 06:58:04 PM,006XX E 88 PL,0460,BATTERY,SIMPLE,RESIDENCE,true,false,0632,,,,08B,1182146,1846482,2001,03/31/2006 10:03:38 PM,41.733966116,-87.608287646,"(41.733966116, -87.608287646)"
1397486,G971102,01/02/2001 07:00:00 PM,034XX S HERMITAGE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0922,,,,06,1165214,1881541,2001,12/04/2014 12:43:35 PM,41.830547182,-87.669326587,"(41.830547182, -87.669326587)"
1317412,G008172,01/02/2001 07:00:00 PM,017XX N KOSTNER AV,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2533,,,,06,1146739,1911368,2001,12/04/2014 12:43:35 PM,41.912767935,-87.736351587,"(41.912767935, -87.736351587)"
1314393,G005596,01/02/2001 07:00:00 PM,028XX W LOGAN BL,0810,THEFT,OVER $500,STREET,false,false,1411,,,,06,1157249,1917203,2001,12/04/2014 12:43:35 PM,41.928572395,-87.697581336,"(41.928572395, -87.697581336)"
1313806,G004995,01/02/2001 07:00:00 PM,058XX W MONTROSE AV,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1622,,,,06,1136303,1928611,2001,12/04/2014 12:43:35 PM,41.960277514,-87.77427835,"(41.960277514, -87.77427835)"
1313282,G004733,01/02/2001 07:00:00 PM,069XX S STONY ISLAND AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0332,,,,06,1188011,1859535,2001,12/04/2014 12:43:35 PM,41.769647183,-87.586386209,"(41.769647183, -87.586386209)"
1313161,G003957,01/02/2001 07:00:00 PM,036XX N CENTRAL AV,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,1633,,,,06,1138405,1923919,2001,12/04/2014 12:43:35 PM,41.947364323,-87.766664327,"(41.947364323, -87.766664327)"
1313064,G004445,01/02/2001 07:00:00 PM,010XX N SACRAMENTO AV,0810,THEFT,OVER $500,APARTMENT,false,false,1311,,,,06,1156238,1906617,2001,12/04/2014 12:43:35 PM,41.89954405,-87.701582964,"(41.89954405, -87.701582964)"
1373813,G068789,01/02/2001 07:00:00 PM,052XX W VAN BUREN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1522,,,,18,1141219,1897462,2001,03/31/2006 10:03:38 PM,41.874711842,-87.756974139,"(41.874711842, -87.756974139)"
1362665,G069137,01/02/2001 07:00:00 PM,087XX S DANTE AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0412,,,,07,1187267,1847547,2001,03/31/2006 10:03:38 PM,41.736768673,-87.589493257,"(41.736768673, -87.589493257)"
1326614,G003925,01/02/2001 07:00:00 PM,001XX N LAPORTE AV,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1532,,,,26,1143390,1900744,2001,03/31/2006 10:03:38 PM,41.883677774,-87.748920999,"(41.883677774, -87.748920999)"
1326533,G003874,01/02/2001 07:00:00 PM,017XX W 62 ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0714,,,,18,1165705,1863537,2001,03/31/2006 10:03:38 PM,41.781131691,-87.668036423,"(41.781131691, -87.668036423)"
1326125,G021335,01/02/2001 07:00:00 PM,033XX W 61 PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0823,,,,26,1155353,1863612,2001,03/31/2006 10:03:38 PM,41.781551021,-87.705987318,"(41.781551021, -87.705987318)"
1325264,G003859,01/02/2001 07:00:00 PM,012XX N CLYBOURN AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1821,,,,18,1172706,1908721,2001,03/31/2006 10:03:38 PM,41.904968842,-87.64103403,"(41.904968842, -87.64103403)"
1323444,G003910,01/02/2001 07:00:00 PM,0000X N LAVERGNE AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1533,,,,18,1143096,1899585,2001,03/31/2006 10:03:38 PM,41.880502825,-87.750029532,"(41.880502825, -87.750029532)"
1322680,G015169,01/02/2001 07:00:00 PM,008XX N NOBLE ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1323,,,,08A,1166862,1905884,2001,03/31/2006 10:03:38 PM,41.897311338,-87.662582193,"(41.897311338, -87.662582193)"
1320130,G007959,01/02/2001 07:00:00 PM,039XX N PACIFIC AV,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1631,,,,08A,1121966,1924980,2001,03/31/2006 10:03:38 PM,41.950558179,-87.827068131,"(41.950558179, -87.827068131)"
1319830,G011378,01/02/2001 07:00:00 PM,012XX S KEELER AV,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1011,,,,05,1148538,1894092,2001,03/31/2006 10:03:38 PM,41.865326155,-87.730188559,"(41.865326155, -87.730188559)"
1318202,G010524,01/02/2001 07:00:00 PM,051XX N ELSTON AV,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1623,,,,11,1142865,1933671,2001,03/31/2006 10:03:38 PM,41.974042554,-87.750026301,"(41.974042554, -87.750026301)"
1318173,G005661,01/02/2001 07:00:00 PM,069XX S WABASH AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0322,,,,26,1177963,1859022,2001,03/31/2006 10:03:38 PM,41.768473013,-87.623232897,"(41.768473013, -87.623232897)"
1316387,G004075,01/02/2001 07:00:00 PM,053XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1522,,,,14,1140565,1899460,2001,03/31/2006 10:03:38 PM,41.880206638,-87.75932632,"(41.880206638, -87.75932632)"
1316306,G007561,01/02/2001 07:00:00 PM,109XX S HALSTED ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2233,,,,26,1172972,1832188,2001,03/31/2006 10:03:38 PM,41.694948466,-87.642316946,"(41.694948466, -87.642316946)"
1315529,G004382,01/02/2001 07:00:00 PM,009XX S AUSTIN BL,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1513,,,,08B,1136557,1895840,2001,03/31/2006 10:03:38 PM,41.870345478,-87.774130082,"(41.870345478, -87.774130082)"
1315236,G004126,01/02/2001 07:00:00 PM,054XX S WOOD ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0932,,,,03,1165227,1868850,2001,03/31/2006 10:03:38 PM,41.795721364,-87.669638511,"(41.795721364, -87.669638511)"
1314314,G005427,01/02/2001 07:00:00 PM,076XX S SOUTH SHORE DR,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT/GARAGE(NON.RESID.),false,true,0421,,,,26,1196714,1855340,2001,03/31/2006 10:03:38 PM,41.757923985,-87.554624736,"(41.757923985, -87.554624736)"
1314169,G005312,01/02/2001 07:00:00 PM,065XX N CALIFORNIA AV,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,2412,,,,14,1156429,1943507,2001,03/31/2006 10:03:38 PM,42.000768725,-87.699879965,"(42.000768725, -87.699879965)"
1313687,G003862,01/02/2001 07:00:00 PM,048XX N WINTHROP AV,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,2024,,,,26,1168041,1932262,2001,03/31/2006 10:03:38 PM,41.969668491,-87.657488174,"(41.969668491, -87.657488174)"
1313348,G003830,01/02/2001 07:00:00 PM,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,0122,,,,11,1176308,1901019,2001,03/31/2006 10:03:38 PM,41.883753633,-87.628035491,"(41.883753633, -87.628035491)"
1313293,G004719,01/02/2001 07:00:00 PM,063XX N KEYSTONE AV,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1711,,,,05,1148258,1941908,2001,03/31/2006 10:03:38 PM,41.996542923,-87.729981197,"(41.996542923, -87.729981197)"
1312805,G004578,01/02/2001 07:00:00 PM,074XX N RIDGE BL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2424,,,,14,1160627,1949639,2001,03/31/2006 10:03:38 PM,42.01750884,-87.684265269,"(42.01750884, -87.684265269)"
1312770,G004559,01/02/2001 07:00:00 PM,008XX N MOZART ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1311,,,,07,1157268,1905594,2001,03/31/2006 10:03:38 PM,41.896715972,-87.697827601,"(41.896715972, -87.697827601)"
1312635,G004080,01/02/2001 07:00:00 PM,050XX S TRIPP AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0815,,,,26,1148923,1870793,2001,03/31/2006 10:03:38 PM,41.801383115,-87.729376556,"(41.801383115, -87.729376556)"
1312611,G003972,01/02/2001 07:00:00 PM,016XX N ARTESIAN AV,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,1434,,,,17,1159734,1911069,2001,03/31/2006 10:03:38 PM,41.91168933,-87.688619251,"(41.91168933, -87.688619251)"
1313468,G003880,01/02/2001 07:05:00 PM,055XX W WELLINGTON AV,0460,BATTERY,SIMPLE,RESIDENCE,true,true,2514,,,,08B,1138787,1919434,2001,03/31/2006 10:03:38 PM,41.93505009,-87.765369403,"(41.93505009, -87.765369403)"
1312919,G003888,01/02/2001 07:06:00 PM,012XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1231,,,,07,1166522,1894664,2001,03/31/2006 10:03:38 PM,41.866530078,-87.664152293,"(41.866530078, -87.664152293)"
1312695,G004261,01/02/2001 07:08:00 PM,049XX N LESTER AV,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1623,,,,26,1138728,1932478,2001,03/31/2006 10:03:38 PM,41.970845148,-87.765268485,"(41.970845148, -87.765268485)"
1321705,G004183,01/02/2001 07:10:00 PM,076XX S LANGLEY AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0624,,,,07,1182171,1854738,2001,03/31/2006 10:03:38 PM,41.756620911,-87.607941085,"(41.756620911, -87.607941085)"
1313476,G003945,01/02/2001 07:10:00 PM,057XX S NORMAL BL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0711,,,,08B,1173893,1867105,2001,03/31/2006 10:03:38 PM,41.790744906,-87.63791176,"(41.790744906, -87.63791176)"
1312632,G003985,01/02/2001 07:10:00 PM,024XX N CAMPBELL AV,031A,ROBBERY,ARMED: HANDGUN,STREET,true,false,1431,,,,03,1159246,1916252,2001,03/31/2006 10:03:38 PM,41.925921918,-87.690269237,"(41.925921918, -87.690269237)"
1312809,G003932,01/02/2001 07:10:11 PM,012XX S RACINE AV,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,1232,,,,26,1168598,1894754,2001,03/31/2006 10:03:38 PM,41.866732386,-87.656528513,"(41.866732386, -87.656528513)"
1313785,G003887,01/02/2001 07:12:16 PM,0000X S DESPLAINES ST,0810,THEFT,OVER $500,STREET,false,false,0111,,,,06,1171899,1900053,2001,12/04/2014 12:43:35 PM,41.881201158,-87.644254075,"(41.881201158, -87.644254075)"
1326580,G003893,01/02/2001 07:15:00 PM,066XX S MARSHFIELD AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0725,,,,18,1166510,1860642,2001,03/31/2006 10:03:38 PM,41.773170311,-87.665167585,"(41.773170311, -87.665167585)"
1325273,G003994,01/02/2001 07:15:00 PM,051XX S PRINCETON AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0934,,,,18,1175117,1870881,2001,03/31/2006 10:03:38 PM,41.801079375,-87.633310921,"(41.801079375, -87.633310921)"
1318052,G003884,01/02/2001 07:15:00 PM,007XX E MARQUETTE RD,0560,ASSAULT,SIMPLE,APARTMENT,true,false,0321,,,,08A,1182155,1861448,2001,03/31/2006 10:03:38 PM,41.775034194,-87.607792295,"(41.775034194, -87.607792295)"
1316744,G003909,01/02/2001 07:15:00 PM,073XX S MARSHFIELD AV,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,0735,,,,04A,1166570,1856185,2001,03/31/2006 10:03:38 PM,41.760938431,-87.665074577,"(41.760938431, -87.665074577)"
1314623,G006228,01/02/2001 07:15:00 PM,058XX N ST LOUIS AV,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1711,,,,11,1152033,1938534,2001,03/31/2006 10:03:38 PM,41.987210661,-87.716183953,"(41.987210661, -87.716183953)"
1313504,G004053,01/02/2001 07:15:00 PM,008XX W 61 ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0712,,,,08B,1171491,1864433,2001,03/31/2006 10:03:38 PM,41.783465615,-87.646797522,"(41.783465615, -87.646797522)"
1312669,G004082,01/02/2001 07:15:00 PM,052XX W HARRISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1522,,,,26,1141363,1896853,2001,03/31/2006 10:03:38 PM,41.873038012,-87.756460453,"(41.873038012, -87.756460453)"
1322352,G003883,01/02/2001 07:17:22 PM,080XX S LA SALLE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0623,,,,06,1176629,1851821,2001,12/04/2014 12:43:35 PM,41.748742754,-87.628338939,"(41.748742754, -87.628338939)"
1322230,G003840,01/02/2001 07:18:21 PM,002XX W 87 ST,0820,THEFT,$500 AND UNDER,WAREHOUSE,true,false,0634,,,,06,1176385,1847251,2001,12/04/2014 12:43:35 PM,41.736207589,-87.629370032,"(41.736207589, -87.629370032)"
1313509,G003898,01/02/2001 07:20:00 PM,003XX E 47 ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0224,,,,06,1179088,1873887,2001,12/04/2014 12:43:35 PM,41.809238436,-87.618656325,"(41.809238436, -87.618656325)"
1324749,G003920,01/02/2001 07:20:00 PM,0000X E WASHINGTON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA BUS,true,false,0122,,,,11,1176377,1900784,2001,03/31/2006 10:03:38 PM,41.883107223,-87.627789214,"(41.883107223, -87.627789214)"
1313556,G003850,01/02/2001 07:20:34 PM,012XX S CALIFORNIA AV,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,false,false,1023,,,,26,1157841,1894311,2001,03/31/2006 10:03:38 PM,41.865742681,-87.696030797,"(41.865742681, -87.696030797)"
1313262,G003901,01/02/2001 07:21:40 PM,024XX E 107 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,true,0434,,,,14,1194231,1834597,2001,03/31/2006 10:03:38 PM,41.701064638,-87.564403569,"(41.701064638, -87.564403569)"
1327598,G003902,01/02/2001 07:25:00 PM,036XX S STATE ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0211,,,,18,1176925,1881078,2001,03/31/2006 10:03:38 PM,41.829020241,-87.626372742,"(41.829020241, -87.626372742)"
1328296,G004024,01/02/2001 07:28:25 PM,075XX N SEELEY AV,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,2424,,,,18,1161298,1950097,2001,03/31/2006 10:03:38 PM,42.018751613,-87.681783311,"(42.018751613, -87.681783311)"
1327481,G003873,01/02/2001 07:28:55 PM,042XX W AUGUSTA BV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1111,,,,18,1147834,1906287,2001,03/31/2006 10:03:38 PM,41.898804166,-87.732459543,"(41.898804166, -87.732459543)"
1314858,G004003,01/02/2001 07:29:00 PM,035XX N ELSTON AV,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,1733,,,,10,1154304,1923553,2001,03/31/2006 10:03:38 PM,41.94605668,-87.708233109,"(41.94605668, -87.708233109)"
1322465,G016653,01/02/2001 07:30:00 PM,006XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0132,,,,06,1175975,1897637,2001,12/04/2014 12:43:35 PM,41.87448073,-87.629360149,"(41.87448073, -87.629360149)"
1920400,HH101979,01/02/2001 07:30:00 PM,051XX W SCHUBERT AV,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,false,false,2521,,,,07,1141722,1917512,2001,03/31/2006 10:03:38 PM,41.929722066,-87.754630713,"(41.929722066, -87.754630713)"
1339053,G038575,01/02/2001 07:30:00 PM,067XX W IRVING PARK RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1632,,,,26,1130638,1925796,2001,03/31/2006 10:03:38 PM,41.95265238,-87.795171007,"(41.95265238, -87.795171007)"
1338002,G003928,01/02/2001 07:30:00 PM,001XX N LAPORTE AV,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1532,,,,26,1142983,1900565,2001,03/31/2006 10:03:38 PM,41.883194172,-87.750420021,"(41.883194172, -87.750420021)"
1332844,G029067,01/02/2001 07:30:00 PM,021XX W MORSE AV,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2411,,,,11,1160443,1945864,2001,03/31/2006 10:03:38 PM,42.007153967,-87.685047548,"(42.007153967, -87.685047548)"
1327602,G004180,01/02/2001 07:30:00 PM,069XX W GRAND AV,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TAVERN/LIQUOR STORE,true,false,2512,,,,22,1129750,1915232,2001,03/31/2006 10:03:38 PM,41.923678771,-87.798677599,"(41.923678771, -87.798677599)"
1326694,G004004,01/02/2001 07:30:00 PM,055XX S CARPENTER ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0712,,,,18,1170214,1868180,2001,03/31/2006 10:03:38 PM,41.793775698,-87.651370468,"(41.793775698, -87.651370468)"
1326635,G003940,01/02/2001 07:30:00 PM,061XX N JERSEY AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1711,,,,18,1153337,1940498,2001,03/31/2006 10:03:38 PM,41.992574092,-87.71133531,"(41.992574092, -87.71133531)"
1326561,G003889,01/02/2001 07:30:00 PM,017XX W 62 ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0714,,,,18,1165684,1863536,2001,03/31/2006 10:03:38 PM,41.781129393,-87.668113442,"(41.781129393, -87.668113442)"
1325324,G004001,01/02/2001 07:30:00 PM,017XX W 56 ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0715,,,,18,1165570,1867596,2001,03/31/2006 10:03:38 PM,41.792272961,-87.66841628,"(41.792272961, -87.66841628)"
1322170,G004013,01/02/2001 07:30:00 PM,007XX N LONG AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1524,,,,18,1140153,1904138,2001,03/31/2006 10:03:38 PM,41.893051208,-87.760724539,"(41.893051208, -87.760724539)"
1318994,G009530,01/02/2001 07:30:00 PM,013XX W 62 ST,0560,ASSAULT,SIMPLE,OTHER,false,false,0713,,,,08A,1168673,1863668,2001,03/31/2006 10:03:38 PM,41.781427641,-87.657151328,"(41.781427641, -87.657151328)"
1315561,G003914,01/02/2001 07:30:00 PM,014XX W 95 ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,2222,,,,26,1168056,1841772,2001,03/31/2006 10:03:38 PM,41.721355298,-87.660041585,"(41.721355298, -87.660041585)"
1314885,G004096,01/02/2001 07:30:00 PM,027XX N PINE GROVE AV,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE PORCH/HALLWAY,true,false,2333,,,,11,1172532,1918745,2001,03/31/2006 10:03:38 PM,41.93247902,-87.641376083,"(41.93247902, -87.641376083)"
1313236,G003935,01/02/2001 07:30:00 PM,004XX S CLARK ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,true,false,0131,,,,15,1175556,1898267,2001,03/31/2006 10:03:38 PM,41.876218908,-87.630879585,"(41.876218908, -87.630879585)"
1312962,G004037,01/02/2001 07:30:00 PM,043XX W FORD CITY DR,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,OTHER,false,false,0834,,,,03,1148841,1853277,2001,03/31/2006 10:03:38 PM,41.753317944,-87.730127876,"(41.753317944, -87.730127876)"
1312722,G004455,01/02/2001 07:30:00 PM,054XX N WINTHROP AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2023,,,,07,1167927,1936289,2001,03/31/2006 10:03:38 PM,41.980721164,-87.657790583,"(41.980721164, -87.657790583)"
1312686,G004237,01/02/2001 07:30:00 PM,015XX N HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1822,,,,14,1170776,1910201,2001,03/31/2006 10:03:38 PM,41.909072568,-87.648080026,"(41.909072568, -87.648080026)"
1312628,G004041,01/02/2001 07:30:00 PM,066XX S SPAULDING AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0831,,,,07,1155500,1860134,2001,03/31/2006 10:03:38 PM,41.772003922,-87.705541463,"(41.772003922, -87.705541463)"
1312620,G004020,01/02/2001 07:30:00 PM,059XX S HONORE ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,0714,,15,67,07,1164989,1865516,2001,03/31/2006 10:03:38 PM,41.786577492,-87.670605515,"(41.786577492, -87.670605515)"
1313533,G003951,01/02/2001 07:33:00 PM,036XX S RHODES AV,0460,BATTERY,SIMPLE,APARTMENT,false,true,0212,,,,08B,1180140,1880966,2001,03/31/2006 10:03:38 PM,41.828639699,-87.614580632,"(41.828639699, -87.614580632)"
1313933,G003961,01/02/2001 07:35:00 PM,034XX S DR MARTN LUTHR KING JR DR,0810,THEFT,OVER $500,DEPARTMENT STORE,false,false,2122,,,,06,1179519,1882021,2001,12/04/2014 12:43:35 PM,41.831548932,-87.616826728,"(41.831548932, -87.616826728)"
1322892,G004066,01/02/2001 07:35:00 PM,046XX W 45 ST,0460,BATTERY,SIMPLE,STREET,false,false,0815,,,,08B,1146001,1874431,2001,03/31/2006 10:03:38 PM,41.811422187,-87.740000654,"(41.811422187, -87.740000654)"
1312977,G003959,01/02/2001 07:37:00 PM,071XX N WESTERN AV,0560,ASSAULT,SIMPLE,STREET,false,false,2411,,,,08A,1158986,1947282,2001,03/31/2006 10:03:38 PM,42.011075152,-87.690368933,"(42.011075152, -87.690368933)"
1347134,G003966,01/02/2001 07:40:00 PM,130XX S ELLIS AV,1661,GAMBLING,GAME/DICE,CHA APARTMENT,true,false,0533,,,,19,1185218,1818621,2001,03/31/2006 10:03:38 PM,41.657440415,-87.597904928,"(41.657440415, -87.597904928)"
1337546,G004021,01/02/2001 07:40:00 PM,011XX N STATE ST,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,true,false,1824,,,,16,1176108,1907829,2001,03/31/2006 10:03:38 PM,41.902445132,-87.628564495,"(41.902445132, -87.628564495)"
1326653,G003974,01/02/2001 07:40:00 PM,005XX E 63 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TAVERN/LIQUOR STORE,true,false,0313,,,,18,1181299,1863408,2001,03/31/2006 10:03:38 PM,41.780432397,-87.610869879,"(41.780432397, -87.610869879)"
1323430,G003916,01/02/2001 07:40:00 PM,050XX W HURON ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1531,,,,18,1142615,1904216,2001,03/31/2006 10:03:38 PM,41.893219806,-87.751680479,"(41.893219806, -87.751680479)"
1312927,G003947,01/02/2001 07:40:02 PM,082XX S COMMERCIAL AV,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0424,,,,05,1197663,1850876,2001,03/31/2006 10:03:38 PM,41.745650826,-87.551295541,"(41.745650826, -87.551295541)"
1334815,G004016,01/02/2001 07:40:25 PM,016XX N ALBANY AV,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,true,false,1421,,,,26,1155447,1910591,2001,03/31/2006 10:03:38 PM,41.910465003,-87.704381293,"(41.910465003, -87.704381293)"
1334624,G003976,01/02/2001 07:42:28 PM,001XX N KARLOV AV,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1114,,,,18,1149082,1900379,2001,03/31/2006 10:03:38 PM,41.882567903,-87.728028737,"(41.882567903, -87.728028737)"
1326674,G003982,01/02/2001 07:45:00 PM,003XX S SPRINGFIELD AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1132,,,,18,1150397,1898384,2001,03/31/2006 10:03:38 PM,41.877067851,-87.723252065,"(41.877067851, -87.723252065)"
1313081,G003950,01/02/2001 07:45:00 PM,026XX N HOYNE AV,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,true,false,1913,,,,26,1162305,1917321,2001,03/31/2006 10:03:38 PM,41.92879182,-87.678998945,"(41.92879182, -87.678998945)"
1326599,G003894,01/02/2001 07:50:00 PM,027XX W OGDEN AV,2027,NARCOTICS,POSS: CRACK,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,1023,,,,18,1158452,1892995,2001,03/31/2006 10:03:38 PM,41.862118973,-87.693823763,"(41.862118973, -87.693823763)"
1320798,G004015,01/02/2001 07:50:00 PM,050XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2533,,,,15,1142332,1907556,2001,03/31/2006 10:03:38 PM,41.902390414,-87.752636821,"(41.902390414, -87.752636821)"
1312949,G004036,01/02/2001 07:52:11 PM,111XX S DR MARTN LUTHR KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0531,,,,05,1180938,1830961,2001,03/31/2006 10:03:38 PM,41.691402334,-87.613188715,"(41.691402334, -87.613188715)"
1319198,G003938,01/02/2001 07:52:31 PM,050XX W MADISON ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,true,false,1533,,,,04B,1142478,1899506,2001,03/31/2006 10:03:38 PM,41.880297543,-87.752300762,"(41.880297543, -87.752300762)"
1313230,G003991,01/02/2001 07:55:00 PM,033XX W 61 PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0823,,,,07,1154922,1863600,2001,03/31/2006 10:03:38 PM,41.781526709,-87.707567801,"(41.781526709, -87.707567801)"
1328808,G003942,01/02/2001 07:55:33 PM,020XX N MANGO AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2515,,,,18,1137770,1913074,2001,03/31/2006 10:03:38 PM,41.917615975,-87.769260728,"(41.917615975, -87.769260728)"
