ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9755214,HX403555,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,02/26/2015 04:12:26 PM,,,
9754973,HX403527,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,02/26/2015 04:12:26 PM,,,
9748516,HX397222,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,02/26/2015 04:12:26 PM,,,
9748492,HX397219,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,02/26/2015 04:12:26 PM,,,
9755248,HX403559,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9755238,HX403557,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9755231,HX403556,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9755180,HX403550,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9755169,HX403549,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9755072,HX403533,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9754963,HX403524,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
9747360,HX397217,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,12/04/2014 12:50:41 PM,,,
5233406,HN115018,01/01/2001 12:00:00 AM,009XX W ADAMS ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,true,false,1213,012,2,28,06,1169996,1899330,2001,12/04/2014 12:43:35 PM,41.879258911,-87.651262835,"(41.879258911, -87.651262835)"
2443081,HH766202,01/01/2001 12:00:00 AM,049XX S WOODLAWN AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2124,,4,39,06,1185031,1872477,2001,12/04/2014 12:43:35 PM,41.805231607,-87.596903083,"(41.805231607, -87.596903083)"
1570587,G331192,01/01/2001 12:00:00 AM,031XX N LAKE SHORE DR,0810,THEFT,OVER $500,APARTMENT,false,false,2332,,,,06,1173387,1921111,2001,12/04/2014 12:43:35 PM,41.938952432,-87.638163582,"(41.938952432, -87.638163582)"
1413854,G129824,01/01/2001 12:00:00 AM,051XX S KEDZIE AV,0820,THEFT,$500 AND UNDER,OTHER,false,false,0911,,,,06,1155955,1870337,2001,12/04/2014 12:43:35 PM,41.799993307,-87.703599627,"(41.799993307, -87.703599627)"
1374123,G083329,01/01/2001 12:00:00 AM,045XX S LAPORTE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0814,,,,06,1144078,1874147,2001,12/04/2014 12:43:35 PM,41.810679064,-87.747061323,"(41.810679064, -87.747061323)"
1370284,G074254,01/01/2001 12:00:00 AM,003XX N MASON AV,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,,,,06,1136750,1901645,2001,12/04/2014 12:43:35 PM,41.886271732,-87.773282434,"(41.886271732, -87.773282434)"
1370270,G074247,01/01/2001 12:00:00 AM,003XX N MASON AV,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,,,,06,1136750,1901645,2001,12/04/2014 12:43:35 PM,41.886271732,-87.773282434,"(41.886271732, -87.773282434)"
1352564,G055473,01/01/2001 12:00:00 AM,018XX N TALMAN AV,0820,THEFT,$500 AND UNDER,STREET,false,false,1421,,,,06,1158368,1912249,2001,12/04/2014 12:43:35 PM,41.914955409,-87.693605188,"(41.914955409, -87.693605188)"
1329588,G025242,01/01/2001 12:00:00 AM,061XX S COTTAGE GROVE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0313,,,,06,1182574,1864705,2001,12/04/2014 12:43:35 PM,41.783961993,-87.606155349,"(41.783961993, -87.606155349)"
1322501,G016827,01/01/2001 12:00:00 AM,010XX N KEDVALE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,1111,,,,06,1148493,1906380,2001,12/04/2014 12:43:35 PM,41.899046677,-87.730036643,"(41.899046677, -87.730036643)"
1318802,G011348,01/01/2001 12:00:00 AM,124XX S STATE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0532,,,,06,1178560,1822349,2001,12/04/2014 12:43:35 PM,41.66782394,-87.622155017,"(41.66782394, -87.622155017)"
1312432,G003384,01/01/2001 12:00:00 AM,060XX S RHODES AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0313,,,,06,1180924,1864799,2001,12/04/2014 12:43:35 PM,41.784258071,-87.612201911,"(41.784258071, -87.612201911)"
1311655,G002481,01/01/2001 12:00:00 AM,121XX S RACINE AV,0810,THEFT,OVER $500,RESIDENCE,false,false,0524,,,,06,1170487,1824179,2001,12/04/2014 12:43:35 PM,41.673024796,-87.651647315,"(41.673024796, -87.651647315)"
1310933,G001704,01/01/2001 12:00:00 AM,0000X W WACKER DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0122,,,,06,1176294,1902094,2001,12/04/2014 12:43:35 PM,41.886703808,-87.628054456,"(41.886703808, -87.628054456)"
1310513,G000300,01/01/2001 12:00:00 AM,020XX W COULTER ST,0810,THEFT,OVER $500,APARTMENT,false,false,1034,,,,06,1162946,1888131,2001,12/04/2014 12:43:35 PM,41.848678639,-87.677463341,"(41.848678639, -87.677463341)"
9755080,HX403536,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755066,HX403532,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755056,HX403531,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755245,HX403558,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755209,HX403553,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755198,HX403551,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755158,HX403547,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755149,HX403546,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755147,HX403543,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755126,HX403541,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755122,HX403540,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755112,HX403539,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755100,HX403538,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9755089,HX403537,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754994,HX403530,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754975,HX403528,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754968,HX403526,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754953,HX403523,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754946,HX403521,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754894,HX403520,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
9754865,HX403519,01/01/2001 12:00:00 AM,031XX W DOUGLAS BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1022,,24,29,17,,,2001,08/28/2014 12:40:58 PM,,,
4768442,HM381863,01/01/2001 12:00:00 AM,048XX S KENWOOD AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,2124,002,4,39,02,1185896,1873229,2001,06/08/2006 04:09:24 AM,41.807274768,-87.593706931,"(41.807274768, -87.593706931)"
4735908,HM344783,01/01/2001 12:00:00 AM,073XX N HOYNE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,2424,024,49,1,06,1160933,1948828,2001,05/22/2006 03:27:56 AM,42.015277064,-87.683161926,"(42.015277064, -87.683161926)"
4637483,HM236112,01/01/2001 12:00:00 AM,069XX S LOWE AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,false,false,0732,007,6,68,06,1173205,1858851,2001,04/06/2006 03:47:15 AM,41.768110241,-87.640678266,"(41.768110241, -87.640678266)"
4563802,HM153772,01/01/2001 12:00:00 AM,031XX W WABANSIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1421,014,26,23,06,1155175,1911091,2001,03/31/2006 10:03:38 PM,41.911842515,-87.705367074,"(41.911842515, -87.705367074)"
4498285,HL802696,01/01/2001 12:00:00 AM,016XX E 79TH ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0411,004,8,43,10,1188356,1852965,2001,03/31/2006 10:03:38 PM,41.751610292,-87.585331018,"(41.751610292, -87.585331018)"
4421965,HL717150,01/01/2001 12:00:00 AM,056XX S WOLCOTT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0715,007,15,67,06,1164699,1866938,2001,03/31/2006 10:03:38 PM,41.790485769,-87.671628682,"(41.790485769, -87.671628682)"
4349650,HL648777,01/01/2001 12:00:00 AM,004XX W 126TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0523,005,9,53,06,1175398,1821071,2001,03/31/2006 10:03:38 PM,41.664387922,-87.633765126,"(41.664387922, -87.633765126)"
4160307,HL493872,01/01/2001 12:00:00 AM,014XX S TRUMBULL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1021,010,24,29,06,1153638,1892980,2001,03/31/2006 10:03:38 PM,41.862174853,-87.711495725,"(41.862174853, -87.711495725)"
4139911,HL476247,01/01/2001 12:00:00 AM,064XX S CAMPBELL AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0825,008,15,66,20,1160770,1862000,2001,03/31/2006 10:03:38 PM,41.777017302,-87.686171667,"(41.777017302, -87.686171667)"
4071818,HL415251,01/01/2001 12:00:00 AM,098XX S DR MARTIN LUTHER KING JR DR,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,0511,005,6,49,02,1180604,1839894,2001,03/31/2006 10:03:38 PM,41.715923338,-87.614138393,"(41.715923338, -87.614138393)"
3994567,HL355644,01/01/2001 12:00:00 AM,035XX S DR MARTIN LUTHER KING JR DR,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,SIDEWALK,false,false,0211,002,4,35,02,1179347,1881844,2001,06/11/2007 03:52:33 PM,41.831067166,-87.617463217,"(41.831067166, -87.617463217)"
3970768,HL335382,01/01/2001 12:00:00 AM,021XX N LARAMIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,2522,025,37,19,06,1141402,1914068,2001,03/31/2006 10:03:38 PM,41.92027729,-87.755891867,"(41.92027729, -87.755891867)"
3904995,HL280962,01/01/2001 12:00:00 AM,089XX S BRANDON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0424,004,10,46,06,1198833,1846473,2001,03/31/2006 10:03:38 PM,41.733539408,-87.547155925,"(41.733539408, -87.547155925)"
3890045,HL265830,01/01/2001 12:00:00 AM,113XX S HARVARD AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0522,005,34,49,06,1175936,1829795,2001,03/31/2006 10:03:38 PM,41.68831595,-87.631536251,"(41.68831595, -87.631536251)"
3884145,HL260107,01/01/2001 12:00:00 AM,009XX S BELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1224,012,25,28,26,1161571,1895713,2001,03/31/2006 10:03:38 PM,41.8695131,-87.682298704,"(41.8695131, -87.682298704)"
3883928,HL259842,01/01/2001 12:00:00 AM,036XX S HERMITAGE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0922,009,11,59,06,1165325,1880349,2001,03/31/2006 10:03:38 PM,41.827273854,-87.668953146,"(41.827273854, -87.668953146)"
3849799,HL224755,01/01/2001 12:00:00 AM,057XX S INDIANA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0233,002,20,40,06,1178616,1867057,2001,03/31/2006 10:03:38 PM,41.790507049,-87.620595237,"(41.790507049, -87.620595237)"
3824165,HL195515,01/01/2001 12:00:00 AM,032XX W AUGUSTA BLVD,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1121,011,26,23,06,1154614,1906513,2001,03/31/2006 10:03:38 PM,41.899291325,-87.70755072,"(41.899291325, -87.70755072)"
3723059,HK830095,01/01/2001 12:00:00 AM,071XX S UNION AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0732,007,6,68,06,1172939,1857735,2001,03/31/2006 10:03:38 PM,41.765053677,-87.641686171,"(41.765053677, -87.641686171)"
3661792,HK760148,01/01/2001 12:00:00 AM,054XX S DREXEL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2131,002,5,41,06,1183119,1869343,2001,03/31/2006 10:03:38 PM,41.796676399,-87.604012947,"(41.796676399, -87.604012947)"
3567929,HK655695,01/01/2001 12:00:00 AM,023XX S SAWYER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1024,010,24,30,06,1155111,1887951,2001,03/31/2006 10:03:38 PM,41.848345304,-87.706223356,"(41.848345304, -87.706223356)"
3536061,HK577780,01/01/2001 12:00:00 AM,072XX S WENTWORTH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0731,007,17,69,06,1176167,1857164,2001,03/31/2006 10:03:38 PM,41.763414952,-87.629871775,"(41.763414952, -87.629871775)"
3496126,HK563568,01/01/2001 12:00:00 AM,012XX W 49TH PL,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,true,false,0933,009,16,61,02,1168563,1871987,2001,03/31/2006 10:03:38 PM,41.804258318,-87.65731478,"(41.804258318, -87.65731478)"
3433494,HK499762,01/01/2001 12:00:00 AM,081XX S COLES AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0422,004,7,46,17,1198282,1851263,2001,03/31/2006 10:03:38 PM,41.746697322,-87.549014535,"(41.746697322, -87.549014535)"
3361926,HK408994,01/01/2001 12:00:00 AM,059XX N CLARK ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2012,020,40,77,02,1164565,1939287,2001,03/31/2006 10:03:38 PM,41.989019862,-87.67006944,"(41.989019862, -87.67006944)"
3272413,HK299011,01/01/2001 12:00:00 AM,076XX S EMERALD AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,0621,006,17,71,06,1172658,1854465,2001,03/31/2006 10:03:38 PM,41.756086589,-87.642812325,"(41.756086589, -87.642812325)"
3214584,HK230896,01/01/2001 12:00:00 AM,088XX S BEVERLY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,2221,022,21,71,06,1165327,1845835,2001,03/31/2006 10:03:38 PM,41.732562934,-87.669922721,"(41.732562934, -87.669922721)"
3182762,HK189377,01/01/2001 12:00:00 AM,086XX S DAMEN AVE,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,RESIDENCE,false,false,0614,006,18,71,20,1164559,1847620,2001,03/31/2006 10:03:38 PM,41.737477456,-87.672686062,"(41.737477456, -87.672686062)"
3182190,HK188293,01/01/2001 12:00:00 AM,013XX W 100TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,2213,022,21,73,06,1169438,1838191,2001,11/09/2007 01:49:19 PM,41.71149872,-87.65508291,"(41.71149872, -87.65508291)"
3180511,HK185974,01/01/2001 12:00:00 AM,010XX N HERMITAGE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1322,012,1,24,06,1164564,1907493,2001,03/31/2006 10:03:38 PM,41.901775541,-87.67097679,"(41.901775541, -87.67097679)"
3180127,HK185693,01/01/2001 12:00:00 AM,078XX S LANGLEY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0624,006,6,69,06,1182216,1853077,2001,03/31/2006 10:03:38 PM,41.752061911,-87.607827503,"(41.752061911, -87.607827503)"
3164436,HK164212,01/01/2001 12:00:00 AM,042XX W CONGRESS PKWY,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1132,011,24,26,06,1147877,1897385,2001,03/31/2006 10:03:38 PM,41.874375259,-87.732530526,"(41.874375259, -87.732530526)"
3101655,HJ832911,01/01/2001 12:00:00 AM,074XX S SOUTH SHORE DR,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,0334,003,7,43,20,1195660,1856699,2001,03/31/2006 10:03:38 PM,41.761679294,-87.55844258,"(41.761679294, -87.55844258)"
2980108,HJ677840,01/01/2001 12:00:00 AM,045XX N MC VICKER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1622,016,38,15,06,1135231,1929683,2001,03/31/2006 10:03:38 PM,41.96323831,-87.778194071,"(41.96323831, -87.778194071)"
2896880,HJ515991,01/01/2001 12:00:00 AM,049XX S STATE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,false,false,0231,002,3,38,02,1177075,1872033,2001,03/31/2006 10:03:38 PM,41.804196589,-87.626095537,"(41.804196589, -87.626095537)"
2893567,HJ560176,01/01/2001 12:00:00 AM,087XX S ELIZABETH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2222,022,21,71,06,1169564,1846653,2001,03/31/2006 10:03:38 PM,41.734716977,-87.654377051,"(41.734716977, -87.654377051)"
2892192,HJ564020,01/01/2001 12:00:00 AM,033XX W 64TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0823,008,15,66,06,1155377,1862028,2001,03/31/2006 10:03:38 PM,41.777203808,-87.705941698,"(41.777203808, -87.705941698)"
2747154,HJ385820,01/01/2001 12:00:00 AM,007XX S ST LOUIS AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,true,false,1133,,24,27,20,1153197,1896571,2001,03/31/2006 10:03:38 PM,41.872037709,-87.713019328,"(41.872037709, -87.713019328)"
2743135,HJ380339,01/01/2001 12:00:00 AM,039XX N MOZART ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,true,false,1733,,33,16,02,1156711,1926359,2001,03/31/2006 10:03:38 PM,41.953708013,-87.699309457,"(41.953708013, -87.699309457)"
2717983,HJ347945,01/01/2001 12:00:00 AM,058XX W DIVISION ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1511,,29,25,20,1137142,1907358,2001,03/31/2006 10:03:38 PM,41.9019419,-87.771705566,"(41.9019419, -87.771705566)"
2676160,HJ293653,01/01/2001 12:00:00 AM,048XX S MAY ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0921,,20,61,17,1169438,1872428,2001,03/31/2006 10:03:38 PM,41.80544954,-87.654092913,"(41.80544954, -87.654092913)"
2621045,HJ226442,01/01/2001 12:00:00 AM,024XX N MARMORA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,2515,,30,19,20,1136692,1915585,2001,06/11/2007 03:52:33 PM,41.924525836,-87.773161135,"(41.924525836, -87.773161135)"
2619446,HJ222971,01/01/2001 12:00:00 AM,022XX S CENTRAL PARK AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1013,,22,30,02,1152685,1888677,2001,03/31/2006 10:03:38 PM,41.850385805,-87.715107802,"(41.850385805, -87.715107802)"
2616775,HJ220522,01/01/2001 12:00:00 AM,071XX N PAULINA ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2423,,49,1,20,1163844,1947579,2001,03/31/2006 10:03:38 PM,42.011788612,-87.672485973,"(42.011788612, -87.672485973)"
2613368,HJ215839,01/01/2001 12:00:00 AM,033XX W 62ND ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0823,,15,66,06,1154972,1863271,2001,03/31/2006 10:03:38 PM,41.780622885,-87.707393268,"(41.780622885, -87.707393268)"
2561460,HJ147906,01/01/2001 12:00:00 AM,020XX N CLARK ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,false,false,1814,,43,7,06,1173925,1913900,2001,03/31/2006 10:03:38 PM,41.919153179,-87.636401731,"(41.919153179, -87.636401731)"
2429863,HH749904,01/01/2001 12:00:00 AM,095XX S WESTERN AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,false,false,2213,,19,72,10,1162090,1841396,2001,03/31/2006 10:03:38 PM,41.720449455,-87.681904417,"(41.720449455, -87.681904417)"
