time, temperature, dwpf, humidity, direction, speed, precipitation, pressure,total count,arrest rate,sex offense,theft,assault and battery,burglary,robbery,substance,homicide,gambling,prostitution,arson,domestic violence,others
3/19/05,41.19333333,35,78.99925926,250.3703704,9.777777778,0.007777778,29.86111111,1,1,2,1,1,2,2,2,1,1,2,2,1,2
3/20/05,34.67,24.2975,66.23541667,253.4782609,8.25,0,30.13625,1,2,1,1,1,2,1,1,1,1,1,1,1,1
3/21/05,33.872,25.9232,72.8144,98.4,8.44,0,30.2112,1,2,1,1,1,2,1,2,1,1,2,1,1,1
3/22/05,37.5296,27.0176,65.9956,68.4,14.04,0.005,30.0932,1,2,2,1,1,1,1,2,2,1,1,1,1,1
3/23/05,35.77357143,26.825,71.47714286,55,13.78571429,0.002,29.93035714,1,2,1,1,1,1,1,2,1,1,2,1,1,1
3/24/05,37.022,26.504,70.43266667,100,3.333333333,0.035,30.03033333,1,2,1,1,1,2,2,2,1,2,2,2,1,1
3/25/05,35.0888,31.3268,86.106,55.8,11.74,0.006,30.0562,1,1,2,1,1,2,2,2,1,1,1,2,1,2
3/26/05,37.13870968,31.43677419,79.93258065,66.42857143,4.806451613,0,30.11419355,1,2,1,1,1,1,1,2,2,1,2,1,1,2
3/27/05,38.4512,29.0624,71.3952,69.2,3.92,0,29.9568,1,1,1,1,2,2,1,2,2,1,1,2,1,1
3/28/05,46.505,28.2425,51.69041667,135.2173913,6.291666667,0,29.72916667,1,2,1,1,2,1,1,1,1,1,2,2,1,2
3/29/05,56.6225,29.4125,37.05291667,170.4347826,10.20833333,0,29.77708333,2,1,1,1,2,1,1,2,1,1,1,2,1,2
3/30/05,61.07,46.43705882,60.91941176,187.2727273,13.23529412,0.222,29.52852941,1,2,1,1,2,1,1,2,1,1,2,1,1,2
3/31/05,49.625,37.4675,63.65416667,240.4166667,14.91666667,0,29.78416667,1,2,1,1,1,1,1,2,1,1,2,2,1,2
4/1/05,45.185,34.86071429,69.43642857,199.6153846,6.714285714,0.002222222,30.00214286,2,1,1,2,2,1,2,2,1,1,1,1,1,2
4/2/05,45.42384615,30.19307692,58.13384615,146.1538462,11.46153846,0,29.94653846,1,2,1,1,1,2,2,1,2,1,1,2,1,1
4/3/05,47.86347826,26.56086957,45.83130435,178.5,5.086956522,0,29.99043478,1,2,2,1,1,2,1,1,2,2,1,1,1,1
4/4/05,56.705,32.8475,41.29,123.9130435,7.166666667,0,29.93458333,1,1,2,1,2,2,1,1,1,1,2,1,1,2
4/5/05,65.2475,47.5925,53.58625,200,11.5,0,29.86833333,2,2,2,2,2,1,1,2,2,2,1,1,1,2
4/6/05,67.3592,50.2448,56.4064,204.8,7.72,0.0075,29.9036,2,2,2,2,2,2,1,2,1,2,1,1,1,2
4/7/05,46.41285714,36.25571429,69.06678571,19.64285714,14.85714286,0.002,29.95821429,2,2,1,1,2,2,1,2,1,1,2,1,1,1
4/8/05,50.2175,30.8825,49.84166667,115,7.375,0,30.055,2,1,1,2,2,2,1,2,2,1,1,2,1,2
4/9/05,53.6525,31.9025,44.81666667,108.3333333,7.041666667,0,30.005,2,2,2,1,2,2,1,2,2,1,1,2,1,2
4/10/05,64.2875,41.735,44.32375,113.3333333,7.916666667,0,29.9625,2,1,2,1,2,2,1,1,2,1,1,1,1,2
4/11/05,66.17,32.78,29.19875,114.1666667,13.5,0,29.94708333,1,1,2,1,2,1,2,1,2,1,1,1,1,2
4/12/05,47.36230769,33.92461538,62.33923077,76.92307692,10.61538462,0.033684211,29.82730769,1,1,2,1,1,2,1,1,2,1,2,1,1,1
4/13/05,46.2425,25.22,44.995,47.91666667,14.83333333,0,30.06041667,1,2,2,1,1,2,1,2,1,2,1,1,1,1
4/14/05,51.5225,21.875,33.5825,39.58333333,8.375,0,30.26583333,2,2,2,2,2,1,1,2,1,2,2,1,1,2
4/15/05,51.56,28.0325,43.48791667,91.25,4.833333333,0,30.35583333,2,1,2,2,1,1,2,2,2,2,2,2,1,2
4/16/05,60.0125,32.87,38.43875,141,4.958333333,0,30.33125,2,2,1,1,2,2,1,2,1,1,1,2,1,2
4/17/05,62.93,42.245,48.04791667,123.75,5.833333333,0,30.18958333,2,2,2,1,2,2,1,2,1,2,1,2,1,2
4/18/05,67.3475,43.5425,45.11833333,110.4347826,3.833333333,0,30.05583333,1,1,2,1,2,1,1,2,1,1,1,1,1,1
4/19/05,71.42,46.1975,42.75833333,212.9166667,11.125,0,29.9275,2,2,1,2,2,1,2,1,2,1,1,2,1,2
4/20/05,57.23333333,47.04,69.91333333,117.037037,13.62962963,0.01,29.93444444,2,2,2,2,1,1,1,2,1,1,2,1,1,2
4/21/05,48.584,35.936,65.04866667,51.33333333,10.43333333,0,30.03033333,2,2,2,2,1,2,1,2,1,2,2,1,1,1
4/22/05,43.17285714,38.12642857,82.46821429,78.21428571,13.25,0.032352941,29.74142857,1,1,1,2,1,1,1,1,1,1,2,2,1,2
4/23/05,37.3175,26.5925,65.31333333,210.8333333,15.79166667,0.004,29.8825,1,1,2,1,1,2,2,1,1,1,1,1,1,1
4/24/05,43.6625,23.135,45.07083333,323.75,14.08333333,0,29.71791667,1,2,2,1,2,2,1,1,2,1,2,2,1,2
4/25/05,53.5856,28.724,41.36,250,12.24,0,29.5372,2,2,1,2,2,2,1,2,1,1,1,2,1,2
4/26/05,49.655,34.67,57.94583333,253.3333333,11.375,0,29.48375,2,2,2,2,2,1,1,2,1,1,2,2,1,2
4/27/05,47.7464,29.9912,52.9548,280,12.48,0,29.7516,2,2,1,1,2,2,1,2,1,1,2,2,1,1
4/28/05,47.1776,30.452,52.4392,169.1304348,8,0,29.952,1,1,1,2,1,2,1,1,1,2,2,1,1,2
4/29/05,47.195,26.42,44.68541667,94.16666667,7.708333333,0,29.93958333,2,2,2,2,2,1,2,2,1,1,2,1,1,2
4/30/05,48.09043478,26.76434783,46.14086957,224.5454545,6.782608696,0,29.93956522,1,1,2,1,2,2,1,1,2,2,1,1,1,1
5/1/05,43.4975,25.79,50.76458333,266.6666667,11.25,0,29.99333333,1,1,1,2,1,2,1,2,2,1,2,2,1,2
5/2/05,40.6256,24.6416,53.0908,284.8,10.4,0,30.0504,1,1,1,1,1,1,1,2,1,1,1,1,1,2
5/3/05,41.4125,24.035,50.66166667,218.3333333,8.25,0,30.15875,2,2,1,1,2,1,2,2,1,1,2,1,1,2
5/4/05,49.745,23.3375,37.68208333,177.7272727,6.625,0,30.29708333,1,2,2,1,2,2,1,2,1,2,1,1,1,1
5/5/05,57.6275,28.2725,33.78875,174.3478261,7.458333333,0,30.2725,2,2,1,2,2,1,1,2,2,2,2,1,1,2
5/6/05,64.0025,40.19,42.03125,210,8.708333333,0,30.08625,2,1,2,2,2,1,1,1,1,2,1,1,1,2
5/7/05,54.95,44.2325,67.65708333,100,6.875,0,30.0375,1,2,2,1,2,1,1,1,1,1,2,1,1,2
5/8/05,69.245,45.3125,46.31625,166.6666667,8.583333333,0,29.95666667,1,1,1,1,2,2,1,1,1,2,1,1,1,2
5/9/05,69.53,54.49307692,60.37,188.8461538,11.88461538,0.065,29.83153846,2,1,2,1,2,1,2,1,1,1,1,1,1,2
5/10/05,71.069,51.629,54.879,225,10.2,0,29.8305,2,2,1,2,2,2,1,2,2,2,2,1,1,2
5/11/05,54.12137931,46.37517241,75.84896552,63.79310345,13.5862069,0.104285714,30.04931034,2,2,1,1,2,2,2,2,1,1,1,1,1,2
5/12/05,49.334,37.841,66.3175,74,13.4,0.022857143,30.281,1,1,1,2,2,1,1,1,1,2,1,1,1,1
5/13/05,60.48846154,48.98230769,66.495,201.1538462,8.076923077,0.054,29.92846154,2,2,2,2,2,2,1,2,2,2,2,1,1,2
5/14/05,57.26428571,44.56142857,64.72392857,268.2142857,10.89285714,0.0175,29.82714286,1,1,1,1,2,2,2,1,2,1,1,1,1,2
5/15/05,49.712,36.8528,62.084,290,8.2,0,29.9588,1,1,1,1,2,2,1,1,2,1,1,1,1,1
5/16/05,50.8373913,34.48086957,54.49304348,136.3636364,6.52173913,0,30.07173913,2,1,2,2,2,2,1,1,1,2,2,2,1,2
5/17/05,59.6075,38.7875,46.72041667,139.1666667,8.083333333,0,30.04375,2,1,2,1,2,1,2,2,2,2,2,1,1,2
5/18/05,68.30521739,42.04086957,40.03304348,151.7391304,9.869565217,0,29.98304348,2,2,2,2,2,2,1,2,1,2,2,2,1,2
5/19/05,60.87463415,56.19902439,85.43853659,125.1282051,8.268292683,0.055263158,29.78658537,2,2,1,1,1,2,1,2,2,2,2,1,1,2
5/20/05,57.488,47.264,71.78633333,48.33333333,10.16666667,0,29.91366667,2,2,2,2,2,1,1,2,1,1,1,1,1,2
5/21/05,62.81130435,41.77478261,48.53608696,84.5,3.434782609,0,30.0173913,1,2,1,2,2,2,1,1,2,2,2,1,1,1
5/22/05,69.4775,46.1075,45.44041667,233.3333333,9.708333333,0,29.77625,1,1,2,1,2,1,2,1,2,1,1,2,1,2
5/23/05,61.91,47.3675,60.08041667,179.1304348,11.04347826,0,29.72291667,1,1,1,2,2,1,1,1,1,1,1,2,1,2
5/24/05,57.695,44.8925,64.04375,103.3333333,9.458333333,0,29.96083333,1,1,2,2,2,2,1,1,1,1,2,1,1,1
5/25/05,59.0075,43.6025,58.21791667,95.90909091,6,0,30.035,2,1,1,2,2,1,1,1,1,2,2,2,1,2
5/26/05,64.86956522,43.70782609,47.86913043,251.3636364,7.565217391,0,29.92217391,2,1,1,2,2,2,1,2,1,2,1,1,1,1
5/27/05,62.1425,43.0775,51.96,260.8333333,9.958333333,0.005714286,29.86458333,2,2,1,2,2,2,1,2,1,2,1,1,1,1
5/28/05,60.332,43.8008,56.4676,263.75,6.92,0,29.8528,1,2,2,1,2,2,1,2,1,2,2,1,1,1
5/29/05,61.145,42.425,51.98958333,179.1666667,4.583333333,0,29.94875,1,1,2,1,2,2,1,1,2,1,1,2,1,2
5/30/05,62.675,44.885,54.125,71.73913043,5.041666667,0,30.00458333,1,2,1,1,2,1,1,1,2,1,1,2,1,1
5/31/05,62.87391304,47.55043478,58.34521739,64.7826087,6.217391304,0,30.09391304,2,2,2,2,2,1,2,1,2,1,2,1,1,2
6/1/05,68.795,48.8675,51.38958333,73.75,8.25,0,30.03208333,2,1,1,2,2,2,1,2,1,2,2,1,1,2
6/2/05,65.89538462,54.32692308,67.34384615,85.38461538,6.615384615,0.007,29.93961538,1,2,2,1,2,1,2,2,1,2,2,1,1,1
6/3/05,65.36,59.774,82.511,98.57142857,6.1,0,29.87133333,2,2,2,1,2,1,1,2,1,2,2,1,1,2
6/4/05,71.51473684,62.56210526,75.07157895,160.5555556,9.526315789,0.202,29.80789474,2,2,2,1,2,1,2,2,1,1,2,1,1,2
6/5/05,79.7216,62.4704,56.6996,211.6,10.92,0,29.7504,2,1,1,1,2,2,1,1,2,1,1,1,1,1
6/6/05,79.175,55.61,47.18625,254.1666667,9.833333333,0,29.85208333,1,1,2,2,2,1,1,1,2,2,2,1,1,1
6/7/05,81,61.34,52.12925926,208.5185185,8.555555556,0.01,29.83074074,2,2,2,2,2,1,2,2,1,2,2,1,1,2
6/8/05,80.8025,63.0875,55.75083333,199.0909091,7.666666667,0,29.8025,2,1,2,1,2,2,2,2,2,2,1,1,1,2
6/9/05,79.295,62.4425,57.73291667,200.9090909,5.125,0,29.86291667,1,1,2,1,2,1,1,1,2,2,2,1,1,1
6/10/05,81.67333333,66.8,61.69037037,201.1111111,8.259259259,0,29.88740741,2,1,1,2,2,1,1,1,2,2,1,2,1,2
6/11/05,79.9325,66.02,63.56083333,193.75,11.20833333,0,29.8775,2,1,1,2,2,1,1,1,2,1,2,2,1,1
6/12/05,76.59846154,64.55923077,66.79730769,182.8,7.923076923,0,29.85692308,2,1,1,1,2,1,2,1,1,1,2,1,1,2
6/13/05,80.4416,63.212,57.772,217.826087,7.92,0,29.73,2,2,1,2,2,2,2,1,1,1,1,1,1,2
6/14/05,72.57333333,59.64666667,64.93481481,230,15.2962963,0.022,29.64888889,2,1,1,2,2,2,1,1,2,1,1,2,1,2
6/15/05,65.48666667,56.02,72.18777778,235.1851852,11.92592593,0,29.75925926,2,1,1,2,1,1,2,1,1,1,2,2,1,2
6/16/05,67.055,45.98,50.85875,228.2608696,7.416666667,0,29.88666667,1,1,2,2,2,2,2,1,2,2,2,1,1,1
6/17/05,62.99130435,48.07478261,58.79608696,86.95652174,10,0,29.92869565,2,1,2,2,2,1,2,1,1,1,1,1,1,2
6/18/05,63.26857143,50.01285714,63.00785714,117.7777778,7.571428571,0,30.05464286,1,1,1,1,2,1,2,1,2,2,1,2,1,2
6/19/05,67.925,52.58,59.83041667,95.5,4.833333333,0,30.1675,1,1,1,1,2,2,2,1,1,2,2,2,1,1
6/20/05,73.5425,53.66,51.6425,118.5,4.958333333,0,30.15875,1,1,1,1,2,1,2,1,2,1,1,2,1,2
6/21/05,77.19384615,57.22769231,50.86961538,155,8.884615385,0,30.04961538,2,2,1,2,2,1,2,2,2,1,2,2,1,1
6/22/05,74.4425,43.385,35.35333333,63.91304348,6.916666667,0,30.135,2,2,2,2,1,2,1,2,1,2,2,1,1,1
6/23/05,80.99,59.0675,48.92958333,183.3333333,8.708333333,0,30.02875,1,1,1,1,2,1,2,1,2,2,2,2,1,2
6/24/05,87.05,61.655,45.90875,230.4166667,10.91666667,0,29.97541667,2,1,1,2,2,1,2,1,1,1,2,1,1,2
6/25/05,81.0125,65.105,59.0525,132.0833333,6.875,0,30.02375,2,1,2,2,2,1,2,1,2,1,2,1,1,2
6/26/05,80.57,65.615,61.45916667,99.52380952,5.708333333,0,30.06666667,2,1,1,2,2,1,2,1,1,1,2,2,1,2
6/27/05,85.424,63.4856,50.436,186.6666667,6.8,0,30.0308,2,1,2,2,2,2,2,1,1,2,1,2,1,2
6/28/05,82.57307692,64.65615385,56.59538462,172.8,7.692307692,0.0275,29.95576923,2,1,2,2,2,2,2,2,2,1,2,1,1,1
6/29/05,81.01478261,67.26434783,63.8626087,111.3043478,5.782608696,0,29.94869565,2,2,1,2,2,2,2,2,1,2,2,2,1,2
6/30/05,80.7008,64.2272,59.4844,236,9.92,0.038,29.8256,2,1,1,2,2,2,1,1,1,1,2,1,1,2
7/1/05,70.90347826,51.70608696,51.23086957,230.4347826,10.65217391,0,29.86347826,2,1,1,2,1,1,2,1,1,2,2,1,1,2
7/2/05,66.85454545,49.83636364,55.29136364,82.38095238,7.727272727,0,29.98318182,2,2,1,1,2,1,1,2,1,2,2,2,1,2
7/3/05,75.72434783,54.2573913,49.91391304,175.2173913,8.826086957,0,29.91913043,1,1,2,2,2,2,1,1,2,2,2,1,1,1
7/4/05,75.48928571,62.11142857,64.40428571,243.7037037,8.678571429,0.004705882,29.92571429,1,1,2,1,2,2,2,1,2,2,2,2,1,2
7/5/05,73.63538462,60.44,67.04538462,176.8,7.192307692,0,29.99,2,1,1,2,2,2,2,1,1,2,1,2,1,2
7/6/05,71.44666667,61.2,70.95259259,52.8,7.296296296,0,30.05407407,2,2,1,2,1,2,1,1,2,1,1,2,1,1
7/7/05,72.97769231,58.97923077,63.23153846,60,8.461538462,0,30.07769231,2,2,2,2,1,1,2,2,2,1,1,1,1,2
7/8/05,75.07478261,54.03043478,51.53565217,132.5,6.52173913,0,30.08695652,2,1,1,2,2,2,2,2,2,2,1,2,1,1
7/9/05,77.465,51.9575,44.17125,62.27272727,4.416666667,0,30.12208333,2,1,2,2,2,1,2,1,1,2,2,1,1,2
7/10/05,80.4125,51.5225,38.01208333,129.047619,6.416666667,0,30.12,2,1,2,2,2,2,1,1,2,2,2,1,1,1
7/11/05,80.4725,57.185,46.68916667,66.52173913,7.083333333,0,30.03958333,2,1,1,2,2,2,2,1,2,2,1,1,1,2
7/12/05,76.53333333,64.39333333,66.90481481,44.44444444,10.74074074,0.009,29.93592593,2,1,1,2,1,2,2,2,2,1,2,2,1,2
7/13/05,78.04516129,66.76322581,70.03677419,53.87096774,10.74193548,0,29.91129032,2,1,2,2,2,2,2,2,2,1,2,2,1,2
7/14/05,79.21727273,65.98727273,64.995,60,9.909090909,0,29.92272727,2,1,1,2,2,2,2,2,1,1,1,1,1,2
7/15/05,78.425,65.5625,65.95583333,100.8333333,6.916666667,0,29.96583333,2,1,1,2,2,2,2,2,2,2,2,2,1,2
7/16/05,81.0125,65.36,60.24875,93.47826087,5.916666667,0,29.95791667,2,1,2,2,2,1,2,2,2,2,1,2,1,2
7/17/05,84.9704,67.1,58.12,212.4,7.72,0,29.9148,2,1,1,2,2,2,2,1,1,2,1,2,1,2
7/18/05,82.23384615,65.73615385,60.37,238.0769231,10.57692308,0.04,29.85461538,2,1,1,2,2,1,2,1,1,1,2,2,1,2
7/19/05,79.8875,56.45,45.97666667,211.6666667,7.125,0,30.00125,2,1,2,2,2,1,2,1,1,2,2,2,1,2
7/20/05,79.274,66.35,65.56133333,207.3333333,8.7,0.078333333,29.981,2,1,1,2,2,1,2,1,1,1,2,1,1,2
7/21/05,80.0528,67.1072,65.5248,140.4347826,7.04,0,29.9904,2,1,1,2,2,1,1,1,1,2,1,1,1,2
7/22/05,78.01333333,65.00666667,65.29185185,84.81481481,7.518518519,0,30.07407407,2,1,1,2,2,1,2,1,1,2,1,1,1,2
7/23/05,78.695,66.59,66.75791667,139.1304348,5.875,0,30.09083333,2,2,1,1,2,1,2,2,2,1,2,2,1,1
7/24/05,90.1325,68.63,53.46583333,236.6666667,11.79166667,0,29.90708333,2,2,1,1,2,2,2,1,2,2,1,1,1,1
7/25/05,82.29714286,68.33428571,64.16628571,162.3529412,7.828571429,0.084545455,29.91685714,2,1,1,2,2,2,2,1,2,1,1,1,1,2
7/26/05,75.83290323,66.64129032,74.42903226,163.5483871,11.16129032,0.1225,29.81,1,1,2,2,1,1,1,1,2,1,1,1,1,1
7/27/05,68.6975,54.305,61.6875,193.75,8.75,0.003333333,30.04458333,1,2,2,2,1,1,2,2,1,2,1,1,1,1
7/28/05,70.13,51.4625,54.60125,222.7272727,4.416666667,0,30.10458333,2,1,2,2,2,1,2,1,1,1,1,1,1,2
7/29/05,72.3575,57.155,59.59125,139.1666667,8.5,0,30.16708333,2,1,1,2,2,1,2,2,2,1,1,1,1,2
7/30/05,76.48347826,58.38173913,54.58956522,98.0952381,4.47826087,0,30.2426087,2,1,2,2,2,1,2,1,2,2,1,1,1,1
7/31/05,79.37176471,62.00705882,56.15,205.2941176,7.588235294,0,30.18,2,1,2,2,2,1,2,1,2,1,2,1,1,1
8/1/05,81.8375,64.5275,58.77708333,205,5.708333333,0,30.11541667,2,1,1,2,2,1,2,2,2,2,2,2,1,2
8/2/05,83.3375,65.1425,56.27416667,192.6086957,7.166666667,0,30.06333333,2,2,1,2,2,2,2,2,1,2,1,1,1,2
8/3/05,84.425,67.3625,57.41333333,204.3478261,10.08695652,0.003333333,29.98541667,2,2,1,2,2,1,2,2,2,2,1,2,1,1
8/4/05,82.7975,66.755,58.94,247.0833333,10.58333333,0,30.00458333,2,1,2,2,2,1,1,1,1,2,1,2,1,2
8/5/05,76.64,55.83043478,49.0426087,204.5454545,7.565217391,0,30.18217391,2,1,2,2,2,2,1,1,2,2,1,2,1,2
8/6/05,75.4175,56.0225,52.87208333,129.1666667,5.458333333,0,30.15125,2,1,1,2,2,1,1,2,2,2,2,1,1,1
8/7/05,78.7175,58.76,52.26875,119.5652174,4.375,0,30.08291667,2,1,1,1,2,1,2,1,2,2,2,2,1,2
8/8/05,81.8075,60.695,50.23333333,138.5714286,4.083333333,0,30.04208333,2,1,1,2,2,1,2,1,1,2,1,1,1,2
8/9/05,82.595,63.92,54.90625,210,7.291666667,0,29.98833333,2,1,1,2,2,2,1,1,2,2,2,2,1,2
8/10/05,79.4912,66.236,65.05,136.5217391,6.64,0.16,29.9624,2,1,2,2,2,2,2,2,1,2,2,1,1,2
8/11/05,73.30689655,66.03241379,78.20241379,119.6551724,5.75862069,0.061818182,30.00103448,2,2,2,2,1,2,2,2,2,2,2,2,1,2
8/12/05,78.06666667,68.62,73.38481481,233.0769231,7.407407407,0.005,29.89444444,2,2,1,2,1,2,2,2,1,2,2,1,1,1
8/13/05,72.848,64.472,75.62,176.5517241,8.133333333,0.202,29.93066667,2,1,1,2,2,1,2,1,2,2,1,1,1,1
8/14/05,70.82,56.795,61.89125,231.7391304,5.916666667,0,30.03875,1,1,2,1,2,1,1,1,2,2,2,1,1,2
8/15/05,72.815,61.865,69.52041667,170.8695652,4.625,0,30.12708333,2,1,2,2,1,2,1,1,2,2,1,1,1,2
8/16/05,75.125,61.9625,65.24666667,79.54545455,4.166666667,0,30.1125,1,1,2,2,1,1,1,1,2,2,1,1,1,2
8/17/05,75.4175,60.5675,62.4125,83.18181818,4.75,0,30.02916667,2,2,1,2,1,2,2,2,1,2,1,1,1,2
8/18/05,76.836875,68.135,75.000625,178.7096774,7.8125,0.102307692,29.8209375,1,2,2,2,1,2,1,1,2,2,1,1,1,2
8/19/05,78.4475,66.875,69.19333333,231.25,7.791666667,0,29.86458333,2,1,1,2,2,1,1,2,1,1,1,2,1,2
8/20/05,77.07941176,68.79411765,76.91294118,222.0588235,8.029411765,0.032727273,29.92382353,2,1,1,2,2,2,2,1,1,2,1,1,1,2
8/21/05,74.1275,53.57,50.53916667,289.1666667,7.041666667,0,30.02125,1,1,1,2,2,2,1,1,1,1,2,2,1,1
8/22/05,68.42,53.8625,60.28833333,172.0833333,9.208333333,0,30.05208333,1,1,2,2,1,1,2,1,1,2,2,1,1,1
8/23/05,68.1224,51.4832,55.6016,56.8,9.24,0,30.116,1,2,1,2,1,1,1,2,2,2,1,2,1,1
8/24/05,70.19,55.2575,59.71458333,94.58333333,7.75,0,30.16583333,2,2,1,2,1,2,2,2,1,2,2,2,1,1
8/25/05,72.7025,56.9075,58.36958333,110,7.083333333,0,30.13875,2,2,1,2,2,2,2,2,2,2,2,1,1,2
8/26/05,76.8725,62.7425,62.39708333,128.1818182,4.541666667,0,29.91833333,2,1,1,2,2,2,2,2,2,2,1,1,1,2
8/27/05,76.20285714,59.99642857,60.60714286,274.4444444,6.821428571,0,29.80285714,2,1,2,2,2,2,2,1,1,2,1,1,1,1
8/28/05,75.0125,57.47,55.60875,182.2727273,6.583333333,0,29.87583333,2,1,2,1,2,1,2,1,1,1,2,2,1,1
8/29/05,76.1375,58.13,55.2,120,4.75,0,29.87666667,2,1,2,2,2,1,2,1,1,2,1,2,1,2
8/30/05,73.06769231,60.27384615,65.59461538,145,9.538461538,0,29.74884615,2,2,1,2,1,2,2,2,1,2,1,1,1,2
8/31/05,70.4624,59.8064,69.4968,183.6,6.923076923,0,29.84115385,2,2,2,2,1,2,1,2,1,2,2,1,1,2
9/1/05,74.7425,52.55,49.93083333,247.826087,7.083333333,0,29.95916667,2,1,1,2,1,2,2,2,2,2,1,1,1,2
9/2/05,72.5,44.5475,40.59125,270.4166667,8.041666667,0,30.09666667,2,2,2,2,1,1,2,2,1,2,2,1,1,2
9/3/05,69.89,53.24,56.98416667,183.4782609,6.083333333,0,30.20791667,1,1,1,1,2,1,2,1,1,1,1,1,1,1
9/4/05,71.6525,54.4625,57.02041667,82.85714286,4.375,0,30.23625,1,1,1,1,2,1,2,1,2,2,2,1,1,1
9/5/05,76.49,55.625,50.5425,150.4166667,6.5,0,30.26083333,1,2,2,1,2,1,1,2,1,1,1,2,1,1
9/6/05,76.325,55.415,49.87541667,166.8181818,6.125,0,30.255,1,2,1,2,1,1,1,2,1,2,1,1,1,1
9/7/05,77.8325,57.9575,52.68958333,168,5.666666667,0,30.17875,1,2,1,1,2,2,2,2,1,2,1,2,1,1
9/8/05,73.6808,63.8456,72.0352,116,7.68,0,30.0916,2,2,1,1,2,2,2,2,1,2,2,1,1,1
9/9/05,75.4025,62.5775,66.2625,117.7272727,5.25,0,30.08166667,2,1,1,2,2,2,2,2,1,2,2,2,1,2
9/10/05,79.97,61.6325,55.51416667,151.3043478,8.208333333,0,30.12458333,2,1,1,2,2,1,2,2,2,1,2,2,1,2
9/11/05,81.275,60.17,50.46916667,193.3333333,7.458333333,0,30.155,2,1,1,1,2,1,2,1,2,2,2,1,1,2
9/12/05,80.705,56.0825,45.55333333,200.4166667,8.666666667,0,30.04583333,2,1,1,2,2,1,1,1,1,1,1,2,1,2
9/13/05,81.2,57.7475,46.68666667,223.75,9.208333333,0,29.84833333,2,1,1,2,2,2,2,1,1,1,1,2,1,2
9/14/05,69.52,60.04,72.98037037,239.2592593,7.925925926,0.024444444,29.91777778,2,1,1,2,2,2,1,1,1,1,1,1,1,2
9/15/05,66.23857143,53.11785714,64.57857143,60.71428571,11.39285714,0.095,30.08142857,2,1,1,2,1,2,2,1,1,2,1,1,1,1
9/16/05,62.864375,56.13125,79.3378125,88.4375,10.65625,0.011666667,30.065,2,1,2,2,2,2,2,1,1,1,1,1,1,1
9/17/05,65.35538462,53.62769231,67.78192308,136.6666667,4.153846154,0,30.08038462,1,1,1,1,2,1,2,1,2,1,1,1,1,1
9/18/05,71.105,54.365,57.71041667,194.5454545,6.666666667,0,30.05,2,1,1,1,2,1,2,1,2,2,2,1,1,2
9/19/05,72.32,63.91657143,75.90371429,182.9411765,9.171428571,0.052142857,29.99628571,1,2,1,1,2,2,1,2,2,2,2,1,1,1
9/20/05,72.59391304,56.47217391,59.26652174,156.1904762,3.913043478,0,30.12391304,2,2,2,2,2,2,2,2,1,2,1,1,1,1
9/21/05,76.20285714,53.52285714,48.14285714,192.8571429,8.571428571,0,30.03952381,2,1,1,2,2,1,2,1,1,2,2,2,1,1
9/22/05,72.96058824,62.93352941,71.93558824,156.1764706,11.67647059,0.056,29.87352941,2,2,2,1,2,2,2,1,2,2,1,2,1,2
9/23/05,65.9375,52.475,61.88375,63.33333333,14.29166667,0,30.13458333,2,1,2,1,2,2,2,2,1,2,2,2,1,1
9/24/05,68.09,58.04857143,70.64642857,136.8,5.925925926,0.04,30.075,2,1,1,2,2,1,2,1,1,2,1,1,1,2
9/25/05,71.06529412,66.20529412,84.65823529,177.9411765,7.941176471,0.038571429,29.87970588,1,1,1,1,2,1,2,1,1,2,1,1,1,2
9/26/05,65.905,59.83,81.00305556,188.6111111,7.055555556,0.002857143,29.89111111,2,1,2,2,2,2,2,1,1,2,1,1,1,1
9/27/05,64.0325,50.8775,64.8725,150.4347826,4.583333333,0,30.07791667,2,2,1,2,2,2,1,2,1,2,2,2,1,1
9/28/05,62.91885714,54.32514286,74.22685714,240.5714286,11.2,0.08125,29.81085714,1,2,1,2,1,2,1,2,2,2,1,1,1,1
9/29/05,53.255,34.2725,50.88875,259.0909091,7,0,30.11375,1,1,1,2,1,2,1,1,1,2,1,1,1,1
9/30/05,58.96,35.54666667,43.23703704,199.6296296,8.555555556,0,30.03333333,2,1,1,2,2,1,2,1,1,1,1,1,1,2
10/1/05,66.47,45.74,49.375,186.25,6.625,0,30.095,2,1,1,2,2,1,2,1,2,1,1,1,1,2
10/2/05,71.223125,61.581875,72.01,178.0645161,7.59375,0.0375,30.1496875,1,1,1,1,2,2,1,1,2,2,2,1,1,1
10/3/05,77.504,65.768,68.239,194,9.6,0.005,30.159,2,1,1,2,2,1,1,2,1,1,1,1,1,2
10/4/05,78.9725,64.895,63.42375,192.5,8.458333333,0,30.12083333,2,2,1,2,2,2,2,2,2,1,1,1,1,1
10/5/05,77.43043478,61.49652174,59.56,193.9130435,9.652173913,0,30.0326087,2,2,1,2,2,2,1,2,2,1,2,2,1,2
10/6/05,57.968,45.044,62.48266667,281.3333333,10.73333333,0,30.05533333,2,2,1,2,1,2,1,2,2,2,1,2,1,2
10/7/05,48.6968,38.804,68.6948,319.6,12.64,0,30.116,1,1,2,2,1,2,2,1,1,2,1,1,1,1
